zone,count,pc1_centroid,pc2_centroid,pc3_centroid,pc12_radius_median
HALO_COMPARATOR_DOMINANT_ZONE,6,160.16317561711907,-24.28220953813792,-3.4220763749111014,0.6167952033372895
MIXED_THREE_WAY_COMPETITIVE_ZONE,16,159.96149628724464,-24.5086875009084,-3.2679624882786102,0.569194693818398
NUISANCE_SENSITIVE_ZONE,30,159.79383423030694,-23.536699911814928,-0.0277825158735627,1.2014552742424134
PATHOLOGY_ARCHIVE_ZONE,12,-1744.4056964397778,262.83383980193486,-1.0711963769308561,1925.258225177255
RESPONSE_FAMILY_DOMINANT_ZONE,54,159.63121154776348,-24.12068589023946,2.95548681998707,0.8574373721255155
RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,23,159.98129636517683,-24.277286922192108,-2.913360880130519,0.7261157741668817
UNRESOLVED_TRIANGULAR_ZONE,2,159.51754804559687,-24.589092871030502,-3.0406489874991864,0.4220983491063206
