path,size_bytes,sha256
docs/project_visual_orientation/INSTALL_NOTE.md,204,f54fb30e2b637bd488a709998c0a5abba6fe2160d538b31b253324820475ff3d
docs/project_visual_orientation/PROJECT_VISUAL_ORIENTATION_SCOPE.md,794,d2e16097c6544ef41d83d33b47daa6b07f118305000e525372afc1e585fe32d2
docs/project_visual_orientation/README_PROJECT_VISUAL_ORIENTATION.md,433,09b4539942693446d5b95a14b62e697b4e3e45a867ce9823a016a6442b231824
docs/project_visual_orientation/index.html,12082,3978dfc93081b34253e6ff1654f59f0def324b06b261bbcdd2291e4e1f40231f
