galaxy,source_zone,injection_type,noise_level,background_mix,predicted_type,recovered,failure_boundary_score_proxy,rss_RESPONSE_FAMILY_LIKE,rss_HALO_LIKE,rss_RAR_LIKE,rss_NUISANCE_GRADIENT,rss_PATHOLOGY_OUTLIER,rss_MIXED_RESPONSE_HALO,corr_RESPONSE_FAMILY_LIKE,corr_HALO_LIKE,corr_RAR_LIKE,corr_NUISANCE_GRADIENT,corr_PATHOLOGY_OUTLIER,corr_MIXED_RESPONSE_HALO
UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,RESPONSE_FAMILY_LIKE,HIGH,0.4,RESPONSE_FAMILY_LIKE,True,0.0,0.26740331013923385,0.28748218630802347,0.2942884576691237,0.35839726022703294,0.9994978332693195,0.2702684752277362,0.8559186233870406,0.8441077026612047,0.8400663916208507,0.8010010859998674,-0.022409076970740027,0.8542432468403037
UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,HALO_LIKE,LOW,0.1,RAR_LIKE,False,0.0,0.0596990510951559,0.022463994811379707,0.022368346198464506,0.0501758679561832,0.9822823202590669,0.037624191629794704,0.9696911616101511,0.988704205103134,0.9887525746118364,0.9745892119471755,0.13310777490790357,0.9810075475602648
UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,HALO_LIKE,MEDIUM,0.25,RAR_LIKE,False,0.0,0.15122362674086162,0.09711668763532694,0.0937691403275501,0.10203673432819091,0.981045382362295,0.12302955535121243,0.9212906019596306,0.9502017219331236,0.9519615851873698,0.9476092368016518,0.13767576997316905,0.9364670013667257
UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,HALO_LIKE,HIGH,0.4,MIXED_RESPONSE_HALO,False,0.0,0.3117363267669119,0.3149311919136093,0.31874187591879183,0.3571466471509704,0.9827041456990211,0.3079818574942531,0.829616582062514,0.8276888353036972,0.8253836223727778,0.801781362248481,-0.13151370385240815,0.8318762783646058
UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,RAR_LIKE,LOW,0.1,RAR_LIKE,True,0.0,0.04907859846589016,0.015201814720746134,0.015117863828691187,0.05061862369234456,0.99471781646146,0.028284771755152222,0.9751519889402422,0.9923699840680662,0.9924122813484871,0.9743620355430808,0.07267863192534758,0.985756170787101
UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,RAR_LIKE,MEDIUM,0.25,RAR_LIKE,True,0.0,0.1734748260378033,0.13774256315649014,0.13743949034832462,0.15796187630591696,0.9811421378011846,0.15285630800219707,0.9091342991891775,0.9285781802538277,0.9287413577803432,0.9176263529858346,0.1373239316318004,0.920404091688973
UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,RAR_LIKE,HIGH,0.4,RAR_LIKE,True,0.0,0.23816893779470832,0.20901223702525193,0.2082505805652644,0.2272281384667531,0.9999947663541346,0.22069323369742136,0.8728293431165633,0.8893749282359764,0.8898030228284999,0.8790744345806258,-0.002287716299092614,0.88278353309437
UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,NUISANCE_GRADIENT,LOW,0.1,NUISANCE_GRADIENT,True,0.0,0.12341866332165906,0.049971424105343255,0.042597466325944675,0.020943274470138003,0.9807441583175625,0.08725744513744041,0.9362592251499264,0.9746940934953167,0.9784694853055231,0.9894729534099769,0.13876541962044173,0.9553756093090088
UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,NUISANCE_GRADIENT,MEDIUM,0.25,NUISANCE_GRADIENT,True,0.0,0.19566594576911722,0.12739750421025292,0.12002485443786952,0.08253802270724181,0.9835819761360676,0.16213542814416887,0.896846728393923,0.9341319477406538,0.9380699044112494,0.9578423551361458,0.12813283679031046,0.9153494260968492
UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,NUISANCE_GRADIENT,HIGH,0.4,NUISANCE_GRADIENT,True,0.0,0.45040122187112824,0.3696551326021585,0.35992011487724007,0.31828663376795896,0.8952612367499997,0.4139704151655318,0.7413492956284992,0.7939426096373976,0.8000499266438064,0.8256593524160197,0.3236336868281795,0.7655256918186797
