galaxy,dcrra7_residual_map_zone,best_n,rrf_rc_over_rlast,rrf_A_over_vouter2,v_outer_kms,v_max_kms,gas_fraction_proxy,outer_baryon_fraction_proxy,n_points,estimated_family_delta_aic_minus_nfw_like,estimated_family_delta_aic_minus_rar_like,rrf_aic_v2,curve_level_rrf_A_kms2,curve_level_rrf_rc_kpc,delta_aic_rrf_minus_best_destructive_null,delta_aic_rrf_minus_best_neighbor_null,delta_aic_locked_minus_best_continuum,grid_count_within_2_of_best,grid_count_within_10_of_best,response_family_strength_axis,halo_competitiveness_axis,rar_competitiveness_axis,nuisance_or_pathology_flag,overflex_neighbor_risk_flag,destructive_null_pass_flag,phase4a_proxy_pc1,phase4a_proxy_pc2
NGC5005,MIXED_THREE_WAY_COMPETITIVE_ZONE,4.0,0.7841090001293813,0.4305818807609787,265.0,265.0,0.0395353346041167,1.2326165510857956,18,-0.0156204380063709,3.903798125967711,10.431741710904124,31442.465801631577,6.574611810185444,-0.8599643420426037,0.0730904949486497,0.0737731423785774,36,39,0.0156204380063709,-0.0156204380063709,3.903798125967711,0,1,1,-1.3332992813403226,3.451473224780212
NGC5033,HALO_COMPARATOR_DOMINANT_ZONE,3.75,0.1881514729771759,0.7743013008529714,193.5006459937537,225.0,0.0891501620959167,0.3984446591440208,22,13.231618098960055,-106.92042492964562,93.09582072882228,31363.32047813595,6.816820843949647,-181.33546865268968,1.7861577911889412,1.9222647127935064,6,13,106.92042492964562,13.231618098960055,-106.92042492964562,0,1,1,-0.2447542605651738,0.6867137660213906
NGC5055,RESPONSE_FAMILY_DOMINANT_ZONE,3.5,0.2052551647246638,0.713314265732482,179.0,206.0,0.0442588209343316,0.5086629786835618,28,-30.135226761306285,-1247.707826369919,63.36255160932505,22581.531746653745,11.81597718984074,-1879.0042680583952,4.968275094271341,8.589946668364703,2,5,1277.8430531312254,-30.135226761306285,-1247.707826369919,0,1,1,3.0556488335495886,0.6841883010030818
NGC5371,PATHOLOGY_ARCHIVE_ZONE,12.0,3.3213889274289667,23.11390532325857,208.0,242.0,0.0295591008345643,0.9718086399778108,19,40.25000164293054,-874.29823847732,85.33955083793701,16036.317683215531,0.4833333333333333,6.280675799996644,0.1299436354965308,0.1303670251894857,40,41,874.29823847732,40.25000164293054,-874.29823847732,1,1,0,-0.472712578566855,4.818832904086661
NGC5585,RESPONSE_FAMILY_DOMINANT_ZONE,2.25,0.3454855003864507,0.7952241884466634,90.75012396685749,92.3,0.0337531481386071,0.3066061063057451,24,-84.95158964979488,-128.84606244270245,119.43536468801533,6676.847446759447,3.2430327743566965,-562.7505548911381,18.47116651931612,19.28020074885777,2,5,213.79765209249732,-84.95158964979488,-128.84606244270245,0,1,1,0.2780164263490535,-1.1305258859738414
NGC5907,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,0.5,0.6102522151079524,0.6299398347573697,216.0,235.0,0.0851627896794965,0.4649302854938272,19,3.258353150882975,-413.2258513591798,70.77196199652438,30282.565683741665,2.3939744296144965,9.717494901998691,12.704535741067822,15.964356676969295,2,6,413.2258513591798,3.258353150882975,-413.2258513591798,0,1,0,0.2680506917556373,1.1063878175925121
NGC5985,RESPONSE_FAMILY_DOMINANT_ZONE,3.75,0.1389286977844979,0.9072999646191432,292.0,305.0,0.0113540824358697,0.5100550994558077,33,-20.47744583739456,-303.6719632213908,50.20884694407508,61178.98884214001,3.4185271035037696,-125.45110295260297,1.4513781994131634,1.4069390949408032,8,17,324.1494090587853,-20.47744583739456,-303.6719632213908,0,1,1,0.539306995881778,1.8027926962015361
NGC6015,RESPONSE_FAMILY_DOMINANT_ZONE,1.5,0.505492033420091,0.8056478695530099,155.0,166.0,0.1102062641318496,0.3217735275754422,44,-233.4278594595085,-494.3415518430001,450.640460691301,14375.966934734288,1.7333583699434238,-930.1831161519168,152.20854157992574,187.1941243197234,1,1,727.7694113025086,-233.4278594595085,-494.3415518430001,0,1,1,3.111562735191126,-0.7265507234213296
NGC6195,RESPONSE_FAMILY_DOMINANT_ZONE,1.25,0.3220978046420039,0.6792219319871858,254.5004911586616,258.0,0.0206242180260503,1.0444750719849314,23,-21.60669908849931,-22.41979907140934,57.04303128175522,31375.448601635788,17.661717373104388,-82.37528686547031,8.797677294936108,11.251816843349438,2,9,44.026498159908655,-21.60669908849931,-22.41979907140934,0,1,1,0.05037474710442289,2.1945869792357775
NGC6503,RESPONSE_FAMILY_DOMINANT_ZONE,2.0,0.051049919783919,0.9299111711403716,115.0,121.0,0.1338904283183467,0.2571210699432892,31,-36.06367818832412,-74.61088986423654,70.0377764974611,10627.046295656652,3.522105352311774,-338.74027200703915,27.35241429235002,27.80636304189872,2,5,110.67456805256066,-36.06367818832412,-74.61088986423654,0,1,1,0.07352856903659805,-1.123078293960781
NGC6674,PATHOLOGY_ARCHIVE_ZONE,12.0,0.6819900468154461,0.8374708208455257,242.0,291.0,0.0695715289980319,0.2957972559934431,15,-7.013931180731902,-116.76295390999924,89.0430178251194,44610.71292062906,1.7826955098898467,10.894601951057709,0.6940061845675842,0.7033540399539504,41,41,123.77688509073114,-7.013931180731902,-116.76295390999924,1,1,0,-1.5227370864074812,4.455136353672254
NGC6946,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,2.5,0.1891341960815337,0.6529728163309683,158.0,181.0,0.0418416542681228,0.7552493230251563,58,-2.90871279598332,-26.464780202050548,115.85159006581566,13998.353335384403,4.91464219598041,-1104.4925379077256,4.414704208394383,6.444076863174857,3,8,29.373492998033868,-2.90871279598332,-26.464780202050548,0,1,1,0.5655347518188448,0.4704626960934064
NGC7331,NUISANCE_SENSITIVE_ZONE,2.75,0.4081938448612879,0.6488052483390173,239.0,257.0,0.0400385733168341,0.680788196985347,36,45.01720085249704,26.194350497453943,142.81409394509475,37738.79750892672,16.829695014107042,-784.5070929282485,-8.03653744345732,3.6421598605320185,3,7,-0.0,45.01720085249704,26.194350497453943,1,0,1,0.06599019501468277,2.057982740271825
NGC7793,RESPONSE_FAMILY_DOMINANT_ZONE,1.5,0.4069714823403204,0.4243164820069283,110.51018052650171,116.0,0.0131697783960118,0.6644340552712386,46,-33.66035695203752,-28.412776727620745,65.83283035315334,6350.23373545858,1.8267982502985336,-79.0519528673873,17.72417227357854,21.961020327390308,2,5,62.07313367965826,-33.66035695203752,-28.412776727620745,0,1,1,0.015271527169907892,-0.6095866272040574
NGC7814,NUISANCE_SENSITIVE_ZONE,2.25,0.5412059933885343,0.6316114142134042,214.0,265.0,0.0058556347331544,0.4338701720674294,18,4.736186385404709,-6.555706499533887,17.319215489351645,31556.02116631561,5.154268131962978,-140.07073569053426,1.8836251871496792,2.329651043693463,6,15,6.555706499533887,4.736186385404709,-6.555706499533887,1,1,1,-0.5563921937018793,0.9071107251440585
UGC00128,NUISANCE_SENSITIVE_ZONE,1.5,0.1138607710187257,0.8769611256518387,131.00381673829202,134.0,0.462700483793659,0.1533541982286446,22,-18.83181478856816,-2012.871968934253,131.4028280306119,13867.06642207766,6.758797354034279,-393.173379003523,79.73758537136499,81.35301905412436,1,4,2031.703783722821,-18.83181478856816,-2012.871968934253,1,1,1,3.8754236799519823,-1.6965780709179645
UGC00191,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,1.75,0.1585915161332078,0.656959608850614,81.0,83.85,0.0332466270052825,0.3506495960981557,9,-8.067740661270271,-176.17049504121206,40.62754545124326,4860.723613987756,1.428197845784133,-277.001535794834,25.496968382676627,27.165909257230872,3,6,184.23823570248237,-8.067740661270271,-176.17049504121206,0,1,1,-0.3732865777760457,-1.4196972530254106
UGC00731,NUISANCE_SENSITIVE_ZONE,1.5,0.1546353997136491,0.6421536824815793,73.9,74.0,0.6613776176831884,0.2641669886343868,12,-2.4986739856188223,-142.1519895483693,26.12102196064775,3811.8627197634,1.7477389995650123,-61.93629724319899,19.759478544487905,20.89323350019213,3,8,144.6506635339881,-2.4986739856188223,-142.1519895483693,1,1,1,-0.7835807819108868,-2.5213303739140596
UGC01230,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,4.75,0.0908741064317821,0.7770344898467322,103.0,113.0,0.1742072675174039,0.2875201904043736,11,-6.806027308747725,-35.76947760786764,5.501526886247664,9085.846107057172,3.100115933864687,-22.904509063846696,0.4177633416524662,0.5775827207679454,33,37,42.575504916615365,-6.806027308747725,-35.76947760786764,0,1,1,-1.6675534523539537,0.2781912550455768
UGC01281,UNRESOLVED_TRIANGULAR_ZONE,2.0,0.5159049106838448,0.8828456781018429,55.0,56.9,0.2009839066672678,0.2318520661157025,25,-23.467219844213744,-2.948401521864972,18.21599165668804,2844.248721824812,2.112192232338621,-57.64145147194565,3.5807803065255985,3.535069670072014,6,15,26.41562136607872,-23.467219844213744,-2.948401521864972,0,1,1,-0.8693596767015168,-1.684974225958769
UGC02259,NUISANCE_SENSITIVE_ZONE,1.5,0.1376286497442316,0.8561628889058479,88.3,90.0,0.2031394959774515,0.2583479438596672,8,-4.228217950850475,-39.814771347067946,15.698609609789235,5882.591599355097,1.1279814560262291,-2.9133439248551305,8.674871019585307,8.635280970762135,6,14,44.042989297918425,-4.228217950850475,-39.814771347067946,1,1,1,-1.097046985975255,-1.5317699655182262
UGC02455,PATHOLOGY_ARCHIVE_ZONE,12.0,6.450918471613389,354.6589776046778,53.1,61.0,0.0515977569898849,1.9758684357056469,8,-5.491527394836799,-16.16108724369261,366.7089673520017,0.0,0.1666666666666666,2.0,0.1246981557446815,1.305758460983725,41,41,21.652614638529407,-5.491527394836799,-16.16108724369261,1,1,0,-2.7233932802128655,4.934571832933738
UGC02487,RESPONSE_FAMILY_DOMINANT_ZONE,5.25,0.2679854852456885,0.5849776918947217,330.0,383.0,0.0215172481039733,0.3122713994490358,17,-11.518807615177463,-71.89336105888594,145.393959076668,90333.58948993484,5.257882346674229,41.688982637619816,2.066367575176315,1.3204994706823925,31,35,83.41216867406341,-11.518807615177463,-71.89336105888594,0,1,0,-0.7722158219425392,4.572044175070307
UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,0.5,0.4548293367179898,0.6659845955984076,298.0,305.0,0.0688298654437147,0.4113308781135986,19,-44.86316501202078,-41.22539913493661,79.23660942820945,59224.620723943386,13.614628305332497,-37.352830807183366,41.97727085631743,52.893537739214025,1,2,86.0885641469574,-44.86316501202078,-41.22539913493661,0,1,1,0.5416862656813104,1.4454057593457021
UGC02916,NUISANCE_SENSITIVE_ZONE,9.25,0.0042443748490972,1.0078577013510563,210.0,218.0,0.0098428559949136,0.713778387755102,43,-606.285332282499,-675.1131682119549,1165.0448667405783,28526.98272106868,9.30517793961034,-227.491208489754,293.39747612950976,297.59443047020875,7,11,1281.398500494454,-606.285332282499,-675.1131682119549,1,1,1,5.512148635918411,2.4284996369435743
UGC02953,RESPONSE_FAMILY_DOMINANT_ZONE,2.5,0.0714621835113319,0.8231470149663712,264.0,319.0,0.0,0.4124512195821854,115,-337.2088072089552,-426.5148641828584,386.57276230812886,52103.42340398917,5.19955368216639,-3914.3827842394144,2.8394449944802886,29.92421134992668,2,3,763.7236713918136,-337.2088072089552,-426.5148641828584,0,1,1,5.404649921347818,1.6689560374128958
UGC03205,RESPONSE_FAMILY_DOMINANT_ZONE,1.5,0.0562874002236838,0.7541552971674648,219.0022830931221,237.0,0.0001483734526184,0.5593770557941704,48,-69.55528791783338,-156.61367833476805,133.87988276021207,29922.23404655267,2.5222328186495804,-287.39798994611937,11.217550392784318,10.10281802099496,3,10,226.16896625260145,-69.55528791783338,-156.61367833476805,0,1,1,0.8196845837175724,0.5762080984222404
UGC03546,RESPONSE_FAMILY_DOMINANT_ZONE,4.5,0.28094877331902,0.610559779158646,193.5006459937537,262.0,5.266504170286921e-05,0.6712652293516725,30,-12.021190882934423,-14.526479041445183,48.65240382364379,24340.81251533685,8.053233044379319,-90.41550757990774,2.029347720338791,2.3211046200667127,11,28,26.547669924379605,-12.021190882934423,-14.526479041445183,0,1,1,-0.5214946564492183,1.8165746202839548
UGC03580,HALO_COMPARATOR_DOMINANT_ZONE,3.0,0.3222569995544311,0.8564790593136979,120.01666550941998,131.0,0.006585651508296,0.3770999514023882,47,75.14574846865852,56.044262666624206,1192.5705163166383,12280.17749551132,7.919102317108258,-2214.9934976807,-32.68473093187072,4.301339040463972,1,4,-0.0,75.14574846865852,56.044262666624206,0,0,1,1.102028987132104,0.3020351981219918
UGC04278,RESPONSE_FAMILY_DOMINANT_ZONE,1.5,0.8011807562144369,1.1443264146439338,86.3,92.8,0.0,0.2682147753195957,25,-40.54189779263508,-73.56336245901721,38.9816444033192,6900.530507242608,3.6613420213022017,-142.44032929827128,19.736990538153933,24.36716583676987,2,5,114.1052602516523,-40.54189779263508,-73.56336245901721,0,1,1,-0.1985238245928435,-1.2009709956042072
UGC04305,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,7.0,0.120020682508059,0.0716810187553453,34.8508966886076,37.3,0.1917661798507816,1.2761931853266757,22,-1.0953643336232233,-706.7269000219987,34.419421980601,194.81769556333128,0.7026337880432265,2.4140578157053483,0.9989963859399608,1.0157823630253802,32,40,707.822264355622,-1.0953643336232233,-706.7269000219987,0,1,0,-0.8170281997330548,2.0025779023729138
UGC04325,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,2.75,0.1840679473598248,0.6198072133396497,91.6,92.7,0.1723621879624622,0.3678812856352852,8,-9.805444942729652,-42.840824570081935,5.864486959586444,6540.528576990606,1.0859323833668006,-30.410612931776058,-2.0329214324333984,1.0234147531785052,7,15,52.64626951281159,-9.805444942729652,-42.840824570081935,0,0,1,-1.1489764445536195,-1.1400379637140172
UGC04483,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,2.5,0.3850597239640059,0.6618382233646345,24.2,24.3,0.5293546153731834,0.3474602144662249,8,-2.3280609261629923,-33.34080135396548,5.492063531349612,398.34535272858494,0.4201750724301368,-19.78664734346821,0.023920642854212,0.2214416199980267,19,40,35.66886228012847,-2.3280609261629923,-33.34080135396548,0,1,1,-1.9185142914717441,-1.774746104916161
UGC04499,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,2.25,0.3064528249792871,0.6791445682822571,73.3,74.3,0.3223854713490127,0.3914409749687785,9,-4.214373374098926,-19.88763761878937,7.6253522098874384,3802.8964074243,2.366622773977502,-42.15525882972658,2.008500580590699,2.2412663025384614,6,19,24.102010992888296,-4.214373374098926,-19.88763761878937,0,1,1,-1.2242413328296666,-1.501342235811178
UGC05005,MIXED_THREE_WAY_COMPETITIVE_ZONE,2.0,0.3566689707529199,0.814146711204287,99.4,100.0,0.1758389028199194,0.2278496127671461,11,-2.390127517542004,-2.099059285021374,5.024778599013484,8214.802516008602,7.958018603828539,-19.7356002773869,0.835336377726823,0.8249803372515068,13,38,4.489186802563378,-2.390127517542004,-2.099059285021374,0,1,1,-1.4233350104450673,-0.3979194202877774
UGC05253,RESPONSE_FAMILY_DOMINANT_ZONE,2.0,0.2210628874360587,0.5638834382627794,244.0,248.0,0.0012150963030845,0.5755946822090834,73,-190.69175635748093,-361.79668219638575,305.87536755707333,34777.26702898905,6.977644776251372,-1926.1533230299524,132.03215026682318,131.57298328085685,1,2,552.4884385538667,-190.69175635748093,-361.79668219638575,0,1,1,3.559964747252905,1.1314565861406638
UGC05716,NUISANCE_SENSITIVE_ZONE,1.5,0.3284737213881026,0.762686372163753,73.0,74.7,0.5582940073721909,0.2012508350534809,12,-14.558664454489184,-370.3379109473378,66.50490779326523,4303.061195963649,2.7724734879650303,-215.0076106193513,50.616822160266295,48.17572643268608,2,6,384.89657540182696,-14.558664454489184,-370.3379109473378,1,1,1,-0.01326252248414568,-2.418145358189074
UGC05721,RESPONSE_FAMILY_DOMINANT_ZONE,2.25,0.180535928341847,0.8558687709417734,78.4501434033106,82.6,0.251008184583506,0.1633083269354976,23,-15.432301238717027,-52.70445062814652,18.905803982132447,5575.972294198512,0.8756415901707212,-176.3054614755154,2.80799165200348,3.175916409614484,6,15,68.13675186686355,-15.432301238717027,-52.70445062814652,0,1,1,-0.7297997406682775,-1.698425411416796
UGC05750,MIXED_THREE_WAY_COMPETITIVE_ZONE,2.75,0.2287756666337537,0.7228335007477767,77.6,78.9,0.1792511779575575,0.3468188204113083,11,-5.329285248503268,-6.419411210981108,4.273824170387387,4520.676189926946,5.241805961496437,-19.94279178755448,-0.5233988150397604,0.1389215726000259,16,37,11.748696459484377,-5.329285248503268,-6.419411210981108,0,0,1,-1.620474182027035,-0.45838951699693287
UGC05764,NUISANCE_SENSITIVE_ZONE,2.25,0.2552451652903577,0.9388999067554332,50.0,55.8,0.693184130007422,0.2141353999999999,10,-23.40167185945465,-443.7164635058664,28.79202538360984,2545.268502494359,0.895222465086211,-231.98343252747776,5.478650937894649,6.4527116054055575,4,10,467.11813536532105,-23.40167185945465,-443.7164635058664,1,1,1,-0.26321818945671255,-2.7533235631483444
UGC05829,NUISANCE_SENSITIVE_ZONE,1.25,0.4630453637223821,0.5275465596957494,65.6,68.6,0.3969357625823655,0.3607083999479477,11,-1.6149347323548922,-23.510736019745327,10.52102293772397,2535.392216610464,2.2661019391716524,-21.10559401292992,5.6621305658738645,5.881256882883455,5,17,25.12567075210022,-1.6149347323548922,-23.510736019745327,1,1,1,-1.2444116457837877,-1.834920545166421
UGC05918,NUISANCE_SENSITIVE_ZONE,1.75,0.2344188649348866,0.5343026953925514,42.6,44.5,0.2851119649642405,0.2728032907932729,8,-0.9206982284302684,-4.440224271594106,5.610039051904307,1404.9446817091548,1.1098339559806665,-4.148346532835266,1.4368592666555609,1.4797039869175332,12,41,5.360922500024374,-0.9206982284302684,-4.440224271594106,1,1,1,-1.8305998402619585,-1.4713470079463955
UGC05986,RESPONSE_FAMILY_DOMINANT_ZONE,2.5,0.3433739315604619,0.7958722481526723,110.51018052650171,116.0,0.1037790247211096,0.2709372118730809,15,-64.38651427688755,-78.48313616415784,18.2131921811362,11149.837162371106,2.659177388095832,-344.2725831238653,1.7690578956478902,6.732256335290602,3,7,142.8696504410454,-64.38651427688755,-78.48313616415784,0,1,1,-0.26005473091546216,-1.0846943977540782
UGC06399,MIXED_THREE_WAY_COMPETITIVE_ZONE,2.25,0.500131445787263,0.6010405296028228,85.6,87.6,0.1233202339522139,0.3340797367674034,9,-4.638863550835865,0.0996204990018136,6.237485952113435,5894.881881133879,2.654993694206873,-38.804420104184686,1.957697068190576,1.9924560909515885,9,21,4.638863550835865,-4.638863550835865,0.0996204990018136,0,1,1,-1.250033495364202,-0.9815940359248744
UGC06446,NUISANCE_SENSITIVE_ZONE,1.5,0.2441147851955216,0.6332240763138611,83.2,84.9,0.3762498073894136,0.2275787172938239,17,-3.243948458922839,-10.518514488613764,16.513267203971303,5119.355926327093,1.488485480094818,-54.26698523505625,9.27855287851411,9.764022153917416,5,12,13.762462947536603,-3.243948458922839,-10.518514488613764,1,1,1,-1.003918706522915,-1.87891677183874
UGC06614,MIXED_THREE_WAY_COMPETITIVE_ZONE,2.75,0.3731204778565899,0.8065581673664792,203.00246303924493,205.0,0.0,0.3854119619024508,13,0.0270818183446968,-2.6474537784685337,5.858099789227744,32261.27247662076,17.73857156317811,-34.7285624843067,-0.4480850256663213,0.3928877428686919,12,35,2.6474537784685337,0.0270818183446968,-2.6474537784685337,0,0,1,-0.9945785570575129,1.8408873524742722
UGC06667,NUISANCE_SENSITIVE_ZONE,2.0,0.2856769324566942,0.7602366500634608,85.0,85.7,0.4956522561010189,0.1622567335640138,9,-9.086860482805598,-30.576752708401635,13.009754540097136,6249.775797056001,2.3394360602912423,-154.12439487046854,8.08129552820478,8.120467281512166,5,11,39.66361319120723,-9.086860482805598,-30.576752708401635,1,1,1,-1.0374362400108914,-2.0501572699243544
UGC06786,NUISANCE_SENSITIVE_ZONE,1.25,0.1090890264302983,0.9146739267092616,226.0,229.0,0.0033743636140993,0.3260387246456261,45,-184.01610936911365,-729.3053598067423,241.3400897216561,39474.67813989485,4.605576335796709,-1960.8152035923167,195.49712966778927,194.2213100700743,2,2,913.321469175856,-184.01610936911365,-729.3053598067423,1,1,1,3.9109509682765697,0.34806212961911603
UGC06787,NUISANCE_SENSITIVE_ZONE,2.25,0.1151497175581048,0.8156569490758488,246.5005070988699,276.0,0.0019108667577432,0.327921644929027,71,201.6758030097524,-260.3347714857912,1694.6501848978216,41550.68498098121,5.735722114168681,-3536.42546989353,22.732909589727115,24.9032838228095,1,4,260.3347714857912,201.6758030097524,-260.3347714857912,1,1,1,3.054597034520774,1.6663858883828095
UGC06818,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,5.75,0.6799239098821815,1.2152157172832838,71.2,74.4,0.0802031060064331,0.3452807805201363,8,-8.617212434500871,-13.227846806987255,7.423060020468364,6388.927607084973,5.0805119132338215,-9.645719550958004,2.0434061353468014,2.041518071058132,28,36,21.845059241488126,-8.617212434500871,-13.227846806987255,0,1,1,-1.7699880731490423,0.32305768786311223
UGC06917,MIXED_THREE_WAY_COMPETITIVE_ZONE,2.25,0.334071427638817,0.5847378632107327,110.0,111.0,0.095637589728028,0.3929983471074379,11,-6.006104605885432,-6.870556451790958,7.900982466103529,8251.457448440917,2.814495980836729,-67.73660342318752,2.3700709943768965,2.576023409947763,6,16,12.87666105767639,-6.006104605885432,-6.870556451790958,0,1,1,-0.9985899050413953,-0.7931696881680913
UGC06930,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,2.25,0.1553195714504805,0.753102994308296,108.0,109.0,0.1871280919864963,0.3932738768861455,10,-1.505427815875871,-13.19340197432956,5.215175749496632,7935.807012529934,2.787532559781136,-7.636917052969652,0.4861608802369987,0.5649566526787204,15,41,14.698829790205432,-1.505427815875871,-13.19340197432956,0,1,1,-1.5435634424858533,-0.3721331189383998
UGC06973,PATHOLOGY_ARCHIVE_ZONE,12.0,0.4013152422413812,0.7326323167837412,178.0,180.0,0.0170999288961383,1.0869536359045575,9,-22.216620896981453,-122.95191860821912,819.4779325371054,493549.0011561975,23.55,10.110097320530826,24.511355476246536,26.01745715595064,11,23,145.16853950520056,-22.216620896981453,-122.95191860821912,1,1,0,0.05916135875629653,8.175790130315708
UGC06983,NUISANCE_SENSITIVE_ZONE,2.5,0.1361053060602256,0.8960652934593895,108.0,113.0,0.2357561581700059,0.3051034722222222,17,-4.173447969823828,-10.290310840523953,9.964234628635518,9115.252084392569,2.5640736597790346,-44.6079154803564,0.0220411097313704,0.678945282290222,10,35,14.46375881034778,-4.173447969823828,-10.290310840523953,1,1,1,-1.3362870797609874,-0.6462283261503597
UGC07089,MIXED_THREE_WAY_COMPETITIVE_ZONE,1.5,0.8160624109786319,0.8469794083617365,77.6,79.1,0.1332505721817238,0.4705017137846743,12,-5.41563840785712,-1.1325897851237663,9.461978593336177,4027.109949367192,4.11377531148767,-38.11556831441983,3.792335345800632,4.561683892552342,5,18,6.548228192980886,-5.41563840785712,-1.1325897851237663,0,1,1,-1.116848994537083,-1.0343744371027646
UGC07125,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,2.25,0.2903660793291374,0.5223022782367821,65.25017241356531,65.6,0.3378378378378379,0.5372531493792843,13,-8.0269761875373,-788.3492010610172,8.692792327122257,2502.3153835870207,4.151446024888451,-31.290849620003016,1.261294841684804,1.5649051755046033,8,22,796.3761772485545,-8.0269761875373,-788.3492010610172,0,1,1,0.24632725683577267,-1.2981287461293332
UGC07151,RESPONSE_FAMILY_DOMINANT_ZONE,2.75,0.2395705460004976,0.533234364088133,74.0,76.2,0.1388457210105054,0.5449385865595324,11,-12.763156786647093,-27.459586926630656,8.836798657261166,3386.182032175709,1.2113621885421082,-44.80809109400015,-2.20951053606327,0.747545300708115,7,23,40.22274371327775,-12.763156786647093,-27.459586926630656,0,0,1,-1.286921372062123,-0.900780834794814
UGC07323,MIXED_THREE_WAY_COMPETITIVE_ZONE,1.5,0.771145939083473,0.6276773727215244,82.8,85.6,0.0459077926066851,0.6607498570561741,10,-7.057076456213263,-2.4107666575995443,10.371997724342702,4864.699831944239,3.0357172992681503,-43.81994961556964,4.082307127320703,4.793005232004759,5,16,9.467843113812808,-7.057076456213263,-2.4107666575995443,0,1,1,-1.1002415467548705,-0.7245482535748814
UGC07399,NUISANCE_SENSITIVE_ZONE,1.75,0.291353286061929,0.6707760531594743,103.0,106.0,0.2621766922791814,0.1524088038457913,10,-17.840852245409465,-60.66454851394015,25.19060775348276,7946.124512276623,1.0967033820785237,-133.99774689420067,17.599390548883843,18.76652881520511,3,7,78.50540075934961,-17.840852245409465,-60.66454851394015,1,1,1,-0.706386706510398,-1.7351017099003072
UGC07524,RESPONSE_FAMILY_DOMINANT_ZONE,1.75,0.3135420143107699,0.4987109485013919,79.9507661001444,83.8,0.254429464385582,0.3926402956763204,31,-30.311648908882816,-115.02812421192056,30.73832820117176,4644.735145312057,2.956482936935316,-490.1022276491038,18.67316199583836,19.51271460538624,3,6,145.3397731208034,-30.311648908882816,-115.02812421192056,0,1,1,-0.06047449142144855,-1.5260429507520885
UGC07577,PATHOLOGY_ARCHIVE_ZONE,4.25,15.686399215167883,3955.5099046640366,15.9,17.8,0.1989044879820171,0.927193149005182,9,0.0377556672275618,-49.87989429118696,4.517804922188666,5226.47353165872,5.07,0.4943823154241435,0.0456122484305661,0.0472729295575087,41,41,49.87989429118696,0.0377556672275618,-49.87989429118696,1,1,0,-3.7340882040000944,4.164648986593179
UGC07603,RESPONSE_FAMILY_DOMINANT_ZONE,2.5,0.3473577448057511,0.8261887747208981,63.0,64.0,0.2690041200877587,0.1943062988158226,12,-15.146193731450955,-30.80067195113357,6.899608981535129,3394.8049527366134,1.2022264766620612,-208.14785260492567,1.1332017257554732,1.955611579583364,7,17,45.94686568258452,-15.146193731450955,-30.80067195113357,0,1,1,-1.0508993095534505,-1.7704669392377685
UGC07608,MIXED_THREE_WAY_COMPETITIVE_ZONE,2.25,0.4398733892228451,0.823054399049418,66.0,69.3,0.4120872740514944,0.1654315197428834,8,-2.368427867609194,0.5418003168328154,5.105947506351235,3787.232807508991,1.8858679458382064,-16.558738356277388,0.6662186692687557,0.7488889349483312,14,39,2.368427867609194,-2.368427867609194,0.5418003168328154,0,1,1,-1.7165180984070894,-1.4799119017260414
UGC08286,NUISANCE_SENSITIVE_ZONE,2.25,0.1535164244385278,0.8784068199465662,83.5,84.3,0.1844248372604478,0.2105602065330416,17,-22.74282534697728,-32.97328559691554,25.401216416439905,5563.656832756115,1.3777751402338965,-225.1286380317937,12.599909618168438,12.889015183901527,3,6,55.716110943892815,-22.74282534697728,-32.97328559691554,1,1,1,-0.6500697669879214,-1.6477845337214618
UGC08490,RESPONSE_FAMILY_DOMINANT_ZONE,1.5,0.2523586956216306,0.7743851096862977,77.75014469439913,80.1,0.3698138427351224,0.1714426678863903,30,-11.78433075756348,-11.699256177976228,22.09935298214661,5227.839259777744,0.9956052101599402,-68.23034402180897,14.778237952738248,14.329126140805233,4,8,23.483586935539705,-11.78433075756348,-11.699256177976228,0,1,1,-0.6057988871485421,-2.106902443181286
UGC08550,NUISANCE_SENSITIVE_ZONE,1.5,0.4754779836786927,0.7869391832887055,57.5,57.8,0.2321282205554838,0.2179274102079395,11,-14.29781603755098,-20.48507339847569,20.371305869094105,2440.9312770554056,0.8798262744779028,-35.7275560283331,11.285493667492007,12.411122657117437,4,10,34.78288943602667,-14.29781603755098,-20.48507339847569,1,1,1,-1.044233035070391,-2.0078066848249563
