galaxy,zone,rotmod_points,Rlast_kpc,median_abs_residual_norm,max_abs_residual_norm,roughness_rms_diff,median_err_fraction,negative_vbar2_proxy_fraction,negative_residual_v2_fraction,kernel_curve_corr,kernel_curve_rmse,failure_boundary_candidate_score
NGC4100,HALO_COMPARATOR_DOMINANT_ZONE,24,22.76,0.3966375380634889,0.5715067449497463,0.05490174988152416,0.03496974559556046,0.0,0.16666666666666666,0.8743323733968862,0.14546124828435938,2.555944055944056
F568-3,RESPONSE_FAMILY_DOMINANT_ZONE,18,17.98,0.4142879247095816,0.9154458118612979,0.03154224802299235,0.1004950495049505,0.0,0.05555555555555555,0.8869348695065874,0.1337370911499772,2.5454545454545454
IC4202,RESPONSE_FAMILY_DOMINANT_ZONE,32,25.9,0.1226884550783546,0.4504605220283183,0.05020972534365656,0.025312967224956743,0.0,0.3125,0.8121335338454923,0.6848121084510295,2.5454545454545454
UGC06614,MIXED_THREE_WAY_COMPETITIVE_ZONE,13,64.59,0.31294679204076686,0.713909172530939,0.048359431901411884,0.07804878048780488,0.0,0.5384615384615384,0.9886317651002039,0.20052906799869347,2.5454545454545454
UGCA444,NUISANCE_SENSITIVE_ZONE,36,2.62,0.4133587930816816,0.9852065711400073,0.043516963664908745,0.1392608817797131,0.0,0.0,0.9222295969152776,0.19473045081974125,2.520979020979021
UGC06818,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,8,6.98,0.2902248867725034,0.767455458591087,0.03457338337830695,0.0886957205789805,0.0,0.375,0.9750053942758072,0.19266732456931243,2.5174825174825175
UGC03580,HALO_COMPARATOR_DOMINANT_ZONE,47,27.06,0.4651771174673703,0.884374153013052,0.05753688361470525,0.03967789165446559,0.0,0.6382978723404256,0.9780965466323017,0.21217803872650615,2.5034965034965033
NGC4013,RESPONSE_FAMILY_DOMINANT_ZONE,36,31.01,0.36814112801413973,0.6161695461431639,0.05087583557378788,0.029586834733893556,0.0,0.25,0.8838395169062835,0.3537588121259196,2.4825174825174825
UGC11914,PATHOLOGY_ARCHIVE_ZONE,65,9.83,0.13323999330489988,0.3294571935131918,0.025296367698691598,0.028056537102473498,0.0,0.9538461538461539,0.6003374549218701,3.7638511670735406,2.4755244755244754
NGC6503,RESPONSE_FAMILY_DOMINANT_ZONE,31,23.5,0.6350311984877126,0.8161505482041588,0.0847389795381475,0.017241379310344827,0.0,0.12903225806451613,0.7745230598802266,0.5250934541248389,2.454545454545454
NGC3726,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,12,32.52,0.2820128241921769,0.5832270053854876,0.03293908492520658,0.033506140765233824,0.0,0.6666666666666666,0.9221932215869493,0.37900907302749137,2.416083916083916
UGC05721,RESPONSE_FAMILY_DOMINANT_ZONE,23,6.74,0.8238256376509586,0.8727833063202495,0.04740036767731618,0.05843989769820972,0.0,0.043478260869565216,0.9529863389180148,0.0871880619781288,2.3986013986013983
NGC3893,MIXED_THREE_WAY_COMPETITIVE_ZONE,10,19.05,0.36853007812499994,0.6509464650051653,0.03441145620944521,0.0422675026123302,0.0,0.4,0.93400615966436,0.5240325973040023,2.3776223776223775
UGC06787,NUISANCE_SENSITIVE_ZONE,71,37.19,0.4047405653157786,0.855943066858671,0.07198753890361304,0.0157847533632287,0.0,0.4788732394366197,0.9345738289415151,0.3478423934324276,2.3636363636363638
NGC7814,NUISANCE_SENSITIVE_ZONE,18,19.53,0.43869115752467464,1.1032987247794572,0.05684361158071863,0.022484013772749632,0.0,0.2777777777777778,0.9308300164760552,0.2877378246887304,2.3286713286713288
F571-8,RESPONSE_FAMILY_DOMINANT_ZONE,13,15.55,0.35624486979510894,0.9272320793126235,0.04838862859903826,0.057887120115774245,0.0,0.46153846153846156,0.9907872712960085,0.29473678897189426,2.3286713286713288
ESO563-G021,RESPONSE_FAMILY_DOMINANT_ZONE,30,42.41,0.22906160126575847,0.6056736563992818,0.031343846377438714,0.030256071303389916,0.0,0.16666666666666666,0.6951662958905505,0.552195179838433,2.297202797202797
IC2574,RESPONSE_FAMILY_DOMINANT_ZONE,34,10.23,0.2601306246990497,0.796837737443618,0.053273358882350935,0.06563459959244504,0.0,0.0,0.9588917469902615,0.08902023468846366,2.2412587412587412
NGC3953,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,8,15.68,0.1571047004765831,0.2298120613726397,0.010770571624234147,0.027354260089686097,0.0,1.0,0.1709969760007574,0.6661542924941107,2.234265734265734
NGC4559,RESPONSE_FAMILY_DOMINANT_ZONE,32,20.97,0.2598086740050804,0.5086515901778155,0.028151691297957034,0.046437882147416516,0.0,0.34375,0.9530372263027913,0.1965385605918216,2.230769230769231
UGC06983,NUISANCE_SENSITIVE_ZONE,17,15.68,0.6689908007544582,0.7592931241426613,0.03631860965039591,0.05277777777777778,0.0,0.058823529411764705,0.9587618461139352,0.2313514324911844,2.1853146853146854
NGC0801,PATHOLOGY_ARCHIVE_ZONE,13,59.82,0.3082482081618656,0.5192344071502059,0.026135579298769113,0.026050420168067228,0.0,0.6923076923076923,0.9126865606030384,0.34988246258835415,2.160839160839161
NGC4010,UNRESOLVED_TRIANGULAR_ZONE,12,10.47,0.18331781672736736,0.3695958311654526,0.025552500799183052,0.04957775919732441,0.0,0.3333333333333333,0.9473271897411694,0.2287390809534668,2.1468531468531467
NGC2841,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,50,63.64,0.40580152532568775,0.8656293684925305,0.04517510328695797,0.01968701606658924,0.0,0.02,0.7151533707098967,0.2842832742473977,2.1468531468531467
NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,43,44.08,0.1599434980406288,0.7262846313229134,0.03488532335614517,0.01761194029850746,0.0,0.23255813953488372,0.848495139561626,0.3311219507697302,2.118881118881119
F579-V1,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,14,15.16,0.517411164973838,0.6050487457679286,0.02828670391242665,0.1023635477582846,0.0,0.0,0.9346298359446022,0.08261533726433562,2.1153846153846154
NGC7331,NUISANCE_SENSITIVE_ZONE,36,36.31,0.3439326815006741,1.490342543022706,0.07262187740976674,0.019455252918287938,0.0,0.6111111111111112,0.9851531620249685,0.757156128196911,2.111888111888112
NGC1090,HALO_COMPARATOR_DOMINANT_ZONE,24,30.09,0.21259429202865415,0.44662259945130317,0.04017180050518653,0.024287969515514426,0.0,0.25,0.9552207012541214,0.16318276518368657,2.104895104895105
UGC08699,RESPONSE_FAMILY_DOMINANT_ZONE,41,25.7,0.23186262226784213,1.0580934247071612,0.06004463048300754,0.032058823529411765,0.0,0.34146341463414637,0.9897544980425491,0.20909665311357417,2.076923076923077
NGC5055,RESPONSE_FAMILY_DOMINANT_ZONE,28,54.59,0.5076265956118723,1.298163702755844,0.06607256476963351,0.012260574620909816,0.0,0.5357142857142857,0.9798628202264669,0.6463772555773645,2.06993006993007
NGC4214,RESPONSE_FAMILY_DOMINANT_ZONE,14,5.63,0.6615546752753746,0.8315624218781342,0.027565648060402067,0.08280808008976122,0.0,0.0,0.9215867567535043,0.23037083549986215,2.059440559440559
NGC2366,RESPONSE_FAMILY_DOMINANT_ZONE,26,6.06,0.5727196999999999,0.7874240800000002,0.03442622101562365,0.05177866892118331,0.0,0.11538461538461539,0.9791216592212167,0.08177972413499122,2.0489510489510487
UGC05253,RESPONSE_FAMILY_DOMINANT_ZONE,73,53.29,0.3636704330153185,0.5251506298710024,0.03812098241499347,0.01695238095238095,0.0,0.7397260273972602,0.9768247156023016,0.16998428923826678,2.041958041958042
F568-V1,MIXED_THREE_WAY_COMPETITIVE_ZONE,15,17.63,0.7756854444001595,0.919003961737744,0.038322090718032685,0.124,0.0,0.0,0.9839337061185779,0.09342603155087734,2.0384615384615388
NGC6015,RESPONSE_FAMILY_DOMINANT_ZONE,44,29.23,0.2895883746097815,0.7653019438085328,0.043745975629395015,0.023378256963162623,0.0,0.09090909090909091,0.9295719795474381,0.13646682317524464,2.0384615384615383
NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,13,42.28,0.15308430866891504,0.47383050100288737,0.028980036716037074,0.02358490566037736,0.0,0.15384615384615385,0.8236853088936328,0.1754000937901503,2.034965034965035
DDO064,MIXED_THREE_WAY_COMPETITIVE_ZONE,14,2.98,0.4592515188391795,0.6651739001189059,0.027245526066193543,0.15969136304489265,0.0,0.0,0.9632628686868655,0.12906220607764463,2.0314685314685317
UGC05750,MIXED_THREE_WAY_COMPETITIVE_ZONE,11,22.85,0.26406191877457746,0.689787503985546,0.0261069288758085,0.1662125340599455,0.0,0.18181818181818182,0.9932546534092487,0.04790682626464779,2.0244755244755246
NGC5033,HALO_COMPARATOR_DOMINANT_ZONE,22,44.59,0.5851543059357684,1.2716932309541302,0.09277660137682822,0.015309709167599656,0.0,0.2727272727272727,0.98075533813573,0.38856244533349343,2.020979020979021
UGC07089,MIXED_THREE_WAY_COMPETITIVE_ZONE,12,9.16,0.24350294598256994,0.5794983526410883,0.02150403611362978,0.08831636632994867,0.0,0.08333333333333333,0.9455100317986487,0.09412320443920702,1.9825174825174825
F583-1,RESPONSE_FAMILY_DOMINANT_ZONE,25,16.26,0.4521930214993897,0.882097799503419,0.03477406821270247,0.10360360360360361,0.0,0.04,0.9933925960711437,0.10708522391794126,1.9720279720279719
UGC07323,MIXED_THREE_WAY_COMPETITIVE_ZONE,10,5.82,0.12529706060818224,0.40802654379332065,0.01385983487730026,0.06228738595131347,0.0,0.2,0.9366520288826167,0.0817115723470492,1.9545454545454546
NGC0300,RESPONSE_FAMILY_DOMINANT_ZONE,25,11.8,0.5774684755384303,0.8162320423614046,0.03577989032405839,0.07790821771611525,0.0,0.0,0.9801263473185244,0.14085097183767262,1.9125874125874125
UGC12506,HALO_COMPARATOR_DOMINANT_ZONE,31,49.99,0.5779666458311955,0.6961511908871247,0.02649435062324141,0.051555555555555556,0.0,0.0,0.8567377967160796,0.3844564980556784,1.9055944055944058
UGC06786,NUISANCE_SENSITIVE_ZONE,45,34.05,0.1271820874774846,0.7191888519069621,0.038050035838371646,0.023105022831050228,0.0,0.13333333333333333,0.9587409943763421,0.28631534100871237,1.902097902097902
UGC08837,RESPONSE_FAMILY_DOMINANT_ZONE,8,4.2,0.08370155556374215,0.511678885225368,0.019526836794235256,0.07595712985185799,0.0,0.25,0.9776448377878122,0.10801890867606913,1.853146853146853
NGC6674,PATHOLOGY_ARCHIVE_ZONE,15,72.41,0.4898746516631377,0.7407647940714432,0.03804502284884725,0.00851063829787234,0.0,0.06666666666666667,0.8793343267444145,0.32125544072645945,1.8496503496503496
UGC04278,RESPONSE_FAMILY_DOMINANT_ZONE,25,6.69,0.24580197349782287,0.8004401364718458,0.025702461498189864,0.09302325581395349,0.0,0.0,0.9600869259806478,0.09952839198356488,1.8426573426573427
NGC2403,RESPONSE_FAMILY_DOMINANT_ZONE,73,20.87,0.11092434283804845,0.8177356092670974,0.03519987182840879,0.02015748031496063,0.0,0.3835616438356164,0.9806846632894142,0.18707229941268733,1.797202797202797
NGC0100,RESPONSE_FAMILY_DOMINANT_ZONE,21,9.62,0.38391695581697666,0.8011643518592823,0.023168534893524526,0.07133757961783439,0.0,0.14285714285714285,0.9828836257590777,0.07604090093834799,1.7832167832167833
NGC3972,MIXED_THREE_WAY_COMPETITIVE_ZONE,10,8.72,0.17906854254845178,0.4740580864335041,0.018760516255012728,0.04276119402985075,0.0,0.1,0.8771456337039831,0.16659656935332232,1.7797202797202798
UGC05005,MIXED_THREE_WAY_COMPETITIVE_ZONE,11,28.61,0.29174768935544865,0.7842592577598386,0.02440105981378963,0.13216995447647953,0.0,0.09090909090909091,0.993321413976236,0.06513947713148462,1.7797202797202796
NGC3741,NUISANCE_SENSITIVE_ZONE,21,7.0,0.4674406238710104,0.9850139221279002,0.03013916284364532,0.06279069767441861,0.0,0.0,0.9777671140293551,0.1836102908566549,1.7797202797202796
NGC5585,RESPONSE_FAMILY_DOMINANT_ZONE,24,10.96,0.17458431914672723,0.7211246195625446,0.029256865584718038,0.031868407304397196,0.0,0.4583333333333333,0.9838412067792222,0.11055961786944962,1.7762237762237763
NGC4183,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,23,21.02,0.43645772081405326,0.739720781294787,0.024761085766499085,0.05048543689320389,0.0,0.0,0.9060103812676762,0.11047416396151101,1.7517482517482517
F563-V2,NUISANCE_SENSITIVE_ZONE,10,10.47,0.626734605716748,0.785039263142775,0.032660120089137025,0.18243246855661147,0.0,0.0,0.9968093051217614,0.1202663191235692,1.7447552447552448
D631-7,RESPONSE_FAMILY_DOMINANT_ZONE,16,7.19,0.4626370319814239,0.8808512355616224,0.028326892874215262,0.05422135920413722,0.0,0.1875,0.9967218734660213,0.04682758151305142,1.7342657342657344
NGC1003,RESPONSE_FAMILY_DOMINANT_ZONE,36,30.24,0.5857078962053572,0.8750482142857143,0.039985612128219335,0.02577394620305068,0.0,0.1111111111111111,0.9834388200469143,0.20450103407725465,1.716783216783217
NGC0247,NUISANCE_SENSITIVE_ZONE,26,14.54,0.39932201814058954,0.7179273560090703,0.020971644596311588,0.052883624205591555,0.0,0.0,0.8481110065949151,0.37219957007425897,1.6958041958041958
UGC08490,RESPONSE_FAMILY_DOMINANT_ZONE,30,10.15,0.781548315697794,0.8662413018179231,0.032065698840406665,0.04700636942675159,0.0,0.0,0.9739697229381785,0.2013187494674715,1.6818181818181819
UGC06930,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,10,16.61,0.47067821502057616,0.6338056927297668,0.02399395377470815,0.06730829977098635,0.0,0.0,0.9587852727474337,0.2121641474762917,1.6608391608391608
NGC5985,RESPONSE_FAMILY_DOMINANT_ZONE,33,34.72,0.4813894539313192,0.5522703685025333,0.028185036974836788,0.020564516129032255,0.0,0.0,0.7221740452549716,0.380642590250409,1.6608391608391608
NGC5907,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,19,50.33,0.3144408243312757,0.5688222200788752,0.03093713520268305,0.013888888888888888,0.0,0.0,0.6714837300952984,0.13756645666436057,1.6538461538461537
NGC1705,NUISANCE_SENSITIVE_ZONE,14,6.0,0.8001894566971489,0.8929962345346959,0.02627897273782478,0.07666779353243441,0.0,0.0,0.9799104631480926,0.2715203897252313,1.6468531468531469
F568-1,MIXED_THREE_WAY_COMPETITIVE_ZONE,12,13.23,0.6369738453276048,0.871744603991181,0.028868909993956582,0.128895292987512,0.0,0.0,0.9941700828239206,0.11493907833059447,1.63986013986014
UGC00191,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,9,9.98,0.3059826093583295,0.7428167200121931,0.029942339619769304,0.04427645788336933,0.0,0.0,0.9692154637709157,0.049615059893812284,1.6258741258741258
UGC05829,NUISANCE_SENSITIVE_ZONE,11,6.91,0.3591681616225461,0.7203288360722782,0.01879222966374912,0.1056367432150313,0.0,0.0,0.9614387656833203,0.14348496746914705,1.6258741258741258
UGC06446,NUISANCE_SENSITIVE_ZONE,17,10.22,0.7012613258136093,0.7990383893075073,0.03027398261938038,0.06101190476190475,0.0,0.0,0.9842778762586717,0.1915960215147781,1.618881118881119
ESO079-G014,RESPONSE_FAMILY_DOMINANT_ZONE,15,16.67,0.260420166575201,0.4716876069341769,0.019477002567115986,0.05245098039215686,0.0,0.2,0.9803321146973412,0.18008861000380583,1.604895104895105
UGC05918,NUISANCE_SENSITIVE_ZONE,8,4.46,0.5944362064405209,0.7979296435892348,0.02162020280602669,0.1033553757799989,0.0,0.0,0.9768518976062358,0.17392022451967368,1.604895104895105
UGC01281,UNRESOLVED_TRIANGULAR_ZONE,25,4.99,0.3047555371900827,0.8220381818181817,0.02585082192324334,0.15632911392405063,0.08,0.0,0.9919312556100995,0.11145109024243142,1.6048951048951048
UGC07524,RESPONSE_FAMILY_DOMINANT_ZONE,31,10.69,0.5263571347556564,0.67805843909498,0.026595752088872132,0.053023255813953486,0.0,0.03225806451612903,0.9897098401345136,0.15660058996408951,1.5664335664335665
UGC07608,MIXED_THREE_WAY_COMPETITIVE_ZONE,8,4.78,0.5389119949494949,0.9082479338842974,0.024828966067674686,0.12626858987118605,0.0,0.0,0.9906594231097722,0.0853407624746,1.562937062937063
UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,19,74.07,0.3060655375883969,0.6208049029323003,0.023295957539276442,0.03484320557491289,0.0,0.15789473684210525,0.9741906104853485,0.18823061307371858,1.5594405594405596
NGC3917,RESPONSE_FAMILY_DOMINANT_ZONE,17,14.86,0.2961524854813789,0.5299894240502958,0.021359519148151665,0.03170731707317073,0.0,0.058823529411764705,0.9076868315565576,0.31193207115507016,1.555944055944056
NGC3109,NUISANCE_SENSITIVE_ZONE,25,6.45,0.47573751152326105,0.9111995828807695,0.02665096875763931,0.060329067641681895,0.0,0.0,0.9815870939864644,0.10716760319667744,1.5489510489510487
UGC05764,NUISANCE_SENSITIVE_ZONE,10,3.62,0.8054386,1.03292252,0.03505932134304321,0.020718908743972562,0.0,0.0,0.9504870767011706,0.10735879509598636,1.5209790209790208
UGC11820,NUISANCE_SENSITIVE_ZONE,10,15.82,0.2946413898224852,0.8469336160946748,0.021525782763652374,0.06182667022140356,0.0,0.0,0.9661056783906105,0.1748236358288712,1.472027972027972
UGC04483,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,8,1.21,0.4156579127108805,0.6608213236800766,0.02275812179587492,0.08402901289461984,0.0,0.0,0.98301618289798,0.04598427871758338,1.451048951048951
UGC07603,RESPONSE_FAMILY_DOMINANT_ZONE,12,4.11,0.6348371000251953,0.847949181153943,0.026737561217793308,0.0479676308539945,0.0,0.08333333333333333,0.9967346579859524,0.03477398235118597,1.4440559440559442
KK98-251,RESPONSE_FAMILY_DOMINANT_ZONE,15,3.13,0.1770979535051108,0.6245512677033002,0.022461210370249646,0.09174311926605504,0.0,0.0,0.9863368910959963,0.0961677288871098,1.43006993006993
UGC07151,RESPONSE_FAMILY_DOMINANT_ZONE,11,5.5,0.33322342951059164,0.4961439737034332,0.019521493828827865,0.040813464235624125,0.0,0.09090909090909091,0.9734238985585332,0.09717248914370298,1.43006993006993
UGC08286,NUISANCE_SENSITIVE_ZONE,17,8.04,0.6255997561762702,0.8120544157194592,0.02987040270871068,0.026229508196721315,0.0,0.0,0.9615234193770326,0.14843183292003528,1.3881118881118881
UGC04499,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,9,8.18,0.45494173526723997,0.6293675842982083,0.021887381076961167,0.041106128550074734,0.0,0.1111111111111111,0.9890519739396929,0.06971387006524538,1.3251748251748252
NGC0055,RESPONSE_FAMILY_DOMINANT_ZONE,21,13.5,0.4873663148888583,0.5836538452469575,0.022176437979957452,0.0558882235528942,0.0,0.047619047619047616,0.9936256502767618,0.044544306422757675,1.3146853146853146
F583-4,PATHOLOGY_ARCHIVE_ZONE,12,7.29,0.40444392405399654,0.7274304448341838,0.023309769522450487,0.08380206749771968,0.0,0.0,0.9940031303797628,9.95036150645181,1.2552447552447552
UGC07125,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,13,18.68,0.41807921626931727,0.5497707972947109,0.021734402815799678,0.040519877675840976,0.0,0.07692307692307693,0.9884861596345609,0.041474832244517014,1.2447552447552448
DDO168,RESPONSE_FAMILY_DOMINANT_ZONE,10,4.12,0.5126472008364857,0.7370620437956206,0.02799812451121874,0.04280026542800266,0.0,0.0,0.9911860483184967,0.10642297258451916,1.2272727272727273
UGC00731,NUISANCE_SENSITIVE_ZONE,12,10.91,0.6865432843637215,0.7457669637314807,0.021593120660748734,0.04495509569439402,0.0,0.0,0.9783639032189133,0.10795038367540365,1.2062937062937062
UGC05986,RESPONSE_FAMILY_DOMINANT_ZONE,15,9.41,0.6170007697031732,0.7497896090071648,0.025721730886912736,0.03294642857142857,0.0,0.06666666666666667,0.9935924135250331,0.03356540476694589,1.1923076923076923
