comparator,aic,rss,galaxy,zone,rotmod_points,Rlast_kpc,delta_aic_vs_best,params_json,comparator_family,k_effective,aicc_recomputed,bic_recomputed
NUISANCE_GRADIENT_PROXY,9.07928586946636,0.0935983564490656,UGC00191,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,9,9.98,19.857799661865634,"{""intercept"": 0.08558426141074282, ""slope"": 0.663885420631777}",NUISANCE_PROXY,2,-35.093703290644484,-36.69925413597205
OVERFLEX_POLY5_NULL,-10.778513792399274,0.0018515855483055,UGC00191,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,9,9.98,0.0,"{""coef"": [0.20640388246713898, -5.8023669486762826, 64.96594075357272, -198.90196708816174, 238.05437248121575, -97.82920691313417], ""degree"": 5}",OVERFLEX_NULL,6,-22.400437780353087,-63.21709031633577
SN_RRF_LOCKED_N3_258993,3.88361000673114,0.0377840798413428,UGC00731,NUISANCE_SENSITIVE_ZONE,12,10.91,43.463199672776405,"{""amplitude"": 0.7080791789253379, ""scale"": 0.2}",SN_RRF_FAMILY,2,-63.79595566361808,-64.15947569737541
SN_RRF_SATURATING_FAMILY,-21.92113814976964,0.0059731723478911,UGC00731,NUISANCE_SENSITIVE_ZONE,12,10.91,17.65845151627563,"{""amplitude"": 0.7787492354750635, ""n"": 1.5, ""scale"": 0.25}",SN_RRF_FAMILY,4,-77.55031941702445,-81.32497853215816
NFW_LIKE_DIAGNOSTIC,-17.21054547458155,0.0073179493391262,UGC00731,NUISANCE_SENSITIVE_ZONE,12,10.91,22.369044191463715,"{""amplitude"": 0.7659776583165662, ""scale"": 0.65}",HALO_OR_CORED_COMPARATOR,2,-83.49464808634211,-83.85816812009944
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,-10.963543262664924,0.01007044350177,UGC00731,NUISANCE_SENSITIVE_ZONE,12,10.91,28.61604640338034,"{""amplitude"": 0.7316159240190317, ""scale"": 0.25}",HALO_OR_CORED_COMPARATOR,2,-79.6633528401747,-80.02687287393202
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-19.93208327864916,0.0065019137393666,UGC00731,NUISANCE_SENSITIVE_ZONE,12,10.91,19.647506387396103,"{""amplitude"": 0.7590365487649139, ""scale"": 0.1}",HALO_OR_CORED_COMPARATOR,2,-84.9134511517989,-85.27697118555622
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-13.80120395047857,0.0115661524280316,UGC00731,NUISANCE_SENSITIVE_ZONE,12,10.91,25.778385715566696,"{""amplitude"": 0.7973927114700844, ""extra"": 0.6, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR,2,-78.0016145484111,-78.36513458216842
BARYONIC_MISMATCH_PROXY,-16.998763288390073,0.0097495957892386,UGC00731,NUISANCE_SENSITIVE_ZONE,12,10.91,22.580826377655196,"{""gas_coef"": 1.0963444023354059, ""stellar_coef"": 14.388742477710705}",BARYONIC_SYSTEMATICS_PROXY,2,-80.05189989227178,-80.4154199260291
NUISANCE_GRADIENT_PROXY,10.724223071820589,0.0970228186832105,UGC00731,NUISANCE_SENSITIVE_ZONE,12,10.91,50.303812737865854,"{""intercept"": 0.22524188522959848, ""slope"": 0.6857000698618693}",NUISANCE_PROXY,2,-52.47925547197282,-52.84277550573015
OVERFLEX_POLY5_NULL,-39.57958966604527,0.0005598562146861,UGC00731,NUISANCE_SENSITIVE_ZONE,12,10.91,0.0,"{""coef"": [-0.1384280147625843, 4.485080927425019, -14.213963406654647, 28.148024731609752, -27.75954723833451, 10.21593928975311], ""degree"": 5}",OVERFLEX_NULL,6,-90.87284659776658,-104.76340669903857
SN_RRF_LOCKED_N3_258993,-19.112311814331747,0.0386486572014519,UGC01230,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,11,36.54,0.9017707248914348,"{""amplitude"": 0.6503032682627626, ""scale"": 0.1}",SN_RRF_FAMILY,2,-56.662523718619454,-57.36673317302271
SN_RRF_SATURATING_FAMILY,-20.014082539223185,0.0307829202733418,UGC01230,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,11,36.54,0.0,"{""amplitude"": 0.6437488123905217, ""n"": 4.0, ""scale"": 0.1}",SN_RRF_FAMILY,4,-49.99892940745705,-55.07401498293023
NFW_LIKE_DIAGNOSTIC,1.7025366772312158,0.1718624108380338,UGC01230,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,11,36.54,21.7166192164544,"{""amplitude"": 0.6748632118318142, ""scale"": 0.4}",HALO_OR_CORED_COMPARATOR,2,-40.24851965283107,-40.95272910723433
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,-7.638885220070586,0.0995597917494744,UGC01230,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,11,36.54,12.375197319152596,"{""amplitude"": 0.712915692673361, ""scale"": 0.15}",HALO_OR_CORED_COMPARATOR,2,-46.253813825912864,-46.95802328031613
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-3.727380147772009,0.1165127932898547,UGC01230,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,11,36.54,16.286702391451172,"{""amplitude"": 0.6800096994380997, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR,2,-44.52414418272709,-45.228353637130354
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-19.435612104437045,0.0322723888075241,UGC01230,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,11,36.54,0.5784704347861371,"{""amplitude"": 0.6378895567581617, ""extra"": 1.4, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR,2,-58.645823750939044,-59.3500332053423
BARYONIC_MISMATCH_PROXY,0.6079146503513528,0.1349045480310108,UGC01230,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,11,36.54,20.621997189574536,"{""gas_coef"": 3.0380978897435043, ""stellar_coef"": 1.7976062541792268}",BARYONIC_SYSTEMATICS_PROXY,2,-42.91191382547415,-43.616123279877414
NUISANCE_GRADIENT_PROXY,13.987872729222122,0.7780840804841124,UGC01230,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,11,36.54,34.0019552684453,"{""intercept"": 0.08957029494760566, ""slope"": 0.708733990810722}",NUISANCE_PROXY,2,-23.636975569238373,-24.341185023641632
OVERFLEX_POLY5_NULL,-5.270560493690763,0.0476443762808114,UGC01230,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,11,36.54,14.74352204553242,"{""coef"": [-0.13827014241576124, 6.010730493094605, -13.114637413281223, 6.444936282975644, 6.496377540789005, -5.07147354116114], ""degree"": 5}",OVERFLEX_NULL,6,-26.860745450378687,-45.473373813588466
SN_RRF_LOCKED_N3_258993,-58.96581986674765,0.0172398938675832,UGC01281,UNRESOLVED_TRIANGULAR_ZONE,25,4.99,52.58530071520738,"{""amplitude"": 0.8297386465515069, ""scale"": 0.5}",SN_RRF_FAMILY,2,-177.43967032470567,-175.5473732204238
SN_RRF_SATURATING_FAMILY,-72.75599772575698,0.0113309560432563,UGC01281,UNRESOLVED_TRIANGULAR_ZONE,25,4.99,38.79512285619805,"{""amplitude"": 0.8195902647051725, ""n"": 3.0, ""scale"": 0.5}",SN_RRF_FAMILY,4,-182.4773162698582,-179.6018129703854
NFW_LIKE_DIAGNOSTIC,12.756321442626913,0.3674858884465302,UGC01281,UNRESOLVED_TRIANGULAR_ZONE,25,4.99,124.30744202458196,"{""amplitude"": 0.5988446779931671, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR,2,-100.95320007253672,-99.06090296825487
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,-48.536583553975866,0.054596809700778,UGC01281,UNRESOLVED_TRIANGULAR_ZONE,25,4.99,63.014537027979166,"{""amplitude"": 0.8706814588046827, ""scale"": 0.8}",HALO_OR_CORED_COMPARATOR,2,-148.6209367844275,-146.72863968014562
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-49.52825666740279,0.052498449947048,UGC01281,UNRESOLVED_TRIANGULAR_ZONE,25,4.99,62.02286391455225,"{""amplitude"": 0.8692528347353051, ""scale"": 0.5}",HALO_OR_CORED_COMPARATOR,2,-149.60073194221445,-147.70843483793257
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-67.93814030921466,0.0250334915293791,UGC01281,UNRESOLVED_TRIANGULAR_ZONE,25,4.99,43.61298027274037,"{""amplitude"": 0.8407426036577211, ""extra"": 1.0, ""scale"": 0.2}",HALO_OR_CORED_COMPARATOR,2,-168.11495831335503,-166.22266120907315
BARYONIC_MISMATCH_PROXY,-36.7574899878615,0.0373422013546848,UGC01281,UNRESOLVED_TRIANGULAR_ZONE,25,4.99,74.79363059409354,"{""gas_coef"": 4.658796097960794, ""stellar_coef"": 1.6268465646074952}",BARYONIC_SYSTEMATICS_PROXY,2,-158.1172207831562,-156.22492367887432
NUISANCE_GRADIENT_PROXY,-23.22752342458729,0.0992900576033361,UGC01281,UNRESOLVED_TRIANGULAR_ZONE,25,4.99,88.32359715736774,"{""intercept"": -0.06825823131275172, ""slope"": 0.9333824267033437}",NUISANCE_PROXY,2,-133.66918702085948,-131.7768899165776
OVERFLEX_POLY5_NULL,-111.55112058195505,0.0024376645955593,UGC01281,UNRESOLVED_TRIANGULAR_ZONE,25,4.99,0.0,"{""coef"": [0.008187940359663595, 0.04099639028664126, -0.14237916947366644, 10.820965526962912, -18.107949660128487, 8.150898956398215], ""degree"": 5}",OVERFLEX_NULL,6,-214.2230997297577,-211.57651144721515
SN_RRF_LOCKED_N3_258993,8.176884186312364,0.0422409257518851,UGC02259,NUISANCE_SENSITIVE_ZONE,8,8.14,22.07895136209869,"{""amplitude"": 0.6468455792007582, ""scale"": 0.15}",SN_RRF_FAMILY,2,-35.55045812023661,-37.79157503687694
SN_RRF_SATURATING_FAMILY,-5.24297062609698,0.0061724631532947,UGC02259,NUISANCE_SENSITIVE_ZONE,8,8.14,8.659096549689348,"{""amplitude"": 0.7257334503398705, ""n"": 1.0, ""scale"": 0.25}",SN_RRF_FAMILY,4,-36.003457450164056,-49.01902461677805
NFW_LIKE_DIAGNOSTIC,-2.5748669946509706,0.0120670349651745,UGC02259,NUISANCE_SENSITIVE_ZONE,8,8.14,11.327200181135357,"{""amplitude"": 0.693148860577686, ""scale"": 0.5}",HALO_OR_CORED_COMPARATOR,2,-45.57375575190685,-47.81487266854718
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,7.669444200958759,0.0407749508608854,UGC02259,NUISANCE_SENSITIVE_ZONE,8,8.14,21.57151137674509,"{""amplitude"": 0.6677104177997937, ""scale"": 0.2}",HALO_OR_CORED_COMPARATOR,2,-35.833031018272976,-38.074147934913306
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-3.240054793642453,0.0112065797904868,UGC02259,NUISANCE_SENSITIVE_ZONE,8,8.14,10.662012382143876,"{""amplitude"": 0.6962763352661372, ""scale"": 0.075}",HALO_OR_CORED_COMPARATOR,2,-46.165565868536305,-48.406682785176635
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,6.1592013145273,0.0254532504190937,UGC02259,NUISANCE_SENSITIVE_ZONE,8,8.14,20.06126849031363,"{""amplitude"": 0.6725151757456165, ""extra"": 0.8, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR,2,-39.60282694382472,-41.843943860465046
BARYONIC_MISMATCH_PROXY,10.651973106183451,0.0564928710887766,UGC02259,NUISANCE_SENSITIVE_ZONE,8,8.14,24.55404028196978,"{""gas_coef"": 3.7442198987827884, ""stellar_coef"": 2.310228701850678}",BARYONIC_SYSTEMATICS_PROXY,2,-33.22465892712199,-35.46577584376232
NUISANCE_GRADIENT_PROXY,0.2352828827897086,0.0125699770213884,UGC02259,NUISANCE_SENSITIVE_ZONE,8,8.14,14.137350058576036,"{""intercept"": 0.3253719188523846, ""slope"": 0.46554899954960616}",NUISANCE_PROXY,2,-45.24708500890661,-47.48820192554694
OVERFLEX_POLY5_NULL,-13.902067175786328,0.0007979407832471,UGC02259,NUISANCE_SENSITIVE_ZONE,8,8.14,0.0,"{""coef"": [0.14510487706010983, 1.0510819828845372, 3.8624122683588036, -16.19503650857437, 19.60189774703269, -7.688266865330416], ""degree"": 5}",OVERFLEX_NULL,6,22.29665830875996,-61.22669244116103
SN_RRF_LOCKED_N3_258993,48.29961032288312,8.326299093106265,UGC02455,PATHOLOGY_ARCHIVE_ZONE,8,4.03,49.69843798968224,"{""amplitude"": 0.0, ""scale"": 0.05}",SN_RRF_FAMILY,2,6.719820233860339,4.478703317220011
SN_RRF_SATURATING_FAMILY,50.29961032288312,8.326299093106265,UGC02455,PATHOLOGY_ARCHIVE_ZONE,8,4.03,51.69843798968224,"{""amplitude"": 0.0, ""n"": 0.5, ""scale"": 0.05}",SN_RRF_FAMILY,4,21.653153567193673,8.637586400579682
NFW_LIKE_DIAGNOSTIC,48.29961032288312,8.326299093106265,UGC02455,PATHOLOGY_ARCHIVE_ZONE,8,4.03,49.69843798968224,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR,2,6.719820233860339,4.478703317220011
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,48.29961032288312,8.326299093106265,UGC02455,PATHOLOGY_ARCHIVE_ZONE,8,4.03,49.69843798968224,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR,2,6.719820233860339,4.478703317220011
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,48.29961032288312,8.326299093106265,UGC02455,PATHOLOGY_ARCHIVE_ZONE,8,4.03,49.69843798968224,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR,2,6.719820233860339,4.478703317220011
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,50.29961032288312,8.326299093106265,UGC02455,PATHOLOGY_ARCHIVE_ZONE,8,4.03,51.69843798968224,"{""amplitude"": 0.0, ""extra"": 0.4, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR,2,6.719820233860339,4.478703317220011
BARYONIC_MISMATCH_PROXY,-1.3988276667991215,0.0318588755607609,UGC02455,PATHOLOGY_ARCHIVE_ZONE,8,4.03,0.0,"{""gas_coef"": 2.2780198613521945, ""stellar_coef"": -0.9300178275752444}",BARYONIC_SYSTEMATICS_PROXY,2,-37.807046479492556,-40.048163396132885
NUISANCE_GRADIENT_PROXY,32.08052677988829,1.5041433020604495,UGC02455,PATHOLOGY_ARCHIVE_ZONE,8,4.03,33.47935444668741,"{""intercept"": -0.7967390681539099, ""slope"": -0.4330895872087393}",NUISANCE_PROXY,2,-6.969744320526395,-9.210861237166725
OVERFLEX_POLY5_NULL,7.618411271312138,0.024869925824792,UGC02455,PATHOLOGY_ARCHIVE_ZONE,8,4.03,9.01723893811126,"{""coef"": [-0.03576588998196042, 1.0872422223601355, -45.21042487547574, 133.55153099627412, -144.03726121698693, 54.284907826720534], ""degree"": 5}",OVERFLEX_NULL,6,49.81169963705186,-33.71165111286913
SN_RRF_LOCKED_N3_258993,8.11507700228432,0.0766790857358726,UGC02487,RESPONSE_FAMILY_DOMINANT_ZONE,17,80.38,43.41657747122554,"{""amplitude"": 0.4922732539551474, ""scale"": 0.2}",SN_RRF_FAMILY,2,-86.96563081958263,-86.15634698861305
SN_RRF_SATURATING_FAMILY,-3.242252624005232,0.0275897058323576,UGC02487,RESPONSE_FAMILY_DOMINANT_ZONE,17,80.38,32.05924784493599,"{""amplitude"": 0.518080523677062, ""n"": 1.5, ""scale"": 0.2}",SN_RRF_FAMILY,4,-97.8666069152756,-97.86708687238406
NFW_LIKE_DIAGNOSTIC,-4.888596174486221,0.0270820359810296,UGC02487,RESPONSE_FAMILY_DOMINANT_ZONE,17,80.38,30.412904294455,"{""amplitude"": 0.5319467039460523, ""scale"": 0.65}",HALO_OR_CORED_COMPARATOR,2,-104.65852303886595,-103.84923920789637
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,0.8450495617526927,0.0453071389668235,UGC02487,RESPONSE_FAMILY_DOMINANT_ZONE,17,80.38,36.14655003069392,"{""amplitude"": 0.48536014500897096, ""scale"": 0.2}",HALO_OR_CORED_COMPARATOR,2,-95.91042531080421,-95.10114147983464
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-4.2523215300063,0.0296845124734325,UGC02487,RESPONSE_FAMILY_DOMINANT_ZONE,17,80.38,31.04917893893492,"{""amplitude"": 0.526938118335466, ""scale"": 0.1}",HALO_OR_CORED_COMPARATOR,2,-103.09869118213639,-102.28940735116682
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-0.3483609053948786,0.0359406430252041,UGC02487,RESPONSE_FAMILY_DOMINANT_ZONE,17,80.38,34.953139563546344,"{""amplitude"": 0.4892998288575527, ""extra"": 0.8, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR,2,-99.84755459646767,-99.0382707654981
BARYONIC_MISMATCH_PROXY,-4.959024217591558,0.0302525930090115,UGC02487,RESPONSE_FAMILY_DOMINANT_ZONE,17,80.38,30.342476251349662,"{""gas_coef"": 31.82285634536393, ""stellar_coef"": 0.3610098213692335}",BARYONIC_SYSTEMATICS_PROXY,2,-102.7764314326506,-101.96714760168102
NUISANCE_GRADIENT_PROXY,6.194529224111378,0.0516835204244085,UGC02487,RESPONSE_FAMILY_DOMINANT_ZONE,17,80.38,41.4960296930526,"{""intercept"": 0.22202155972852322, ""slope"": 0.3643172707018562}",NUISANCE_PROXY,2,-93.67196112854103,-92.86267729757145
OVERFLEX_POLY5_NULL,-35.30150046894122,0.0028629201921842,UGC02487,RESPONSE_FAMILY_DOMINANT_ZONE,17,80.38,0.0,"{""coef"": [0.9206393359527859, -11.147114540953021, 58.469284218995654, -123.58145294009135, 115.42600668200772, -39.54569472437182], ""degree"": 5}",OVERFLEX_NULL,6,-127.31515003932509,-130.7158699749878
SN_RRF_LOCKED_N3_258993,8.230614992868297,0.0814563662748802,UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,19,74.07,3.7313543472614894,"{""amplitude"": 0.5637984210781489, ""scale"": 0.5}",SN_RRF_FAMILY,2,-98.84040852361495,-97.70153056528207
SN_RRF_SATURATING_FAMILY,9.287061314000438,0.0767900957895037,UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,19,74.07,4.78780066839363,"{""amplitude"": 0.6120908921314333, ""n"": 2.5, ""scale"": 0.65}",SN_RRF_FAMILY,4,-93.85411030317815,-92.93349724365524
NFW_LIKE_DIAGNOSTIC,24.83637541101611,0.1940745202382444,UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,19,74.07,20.337114765409304,"{""amplitude"": 0.5211198413928373, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR,2,-82.3450889101559,-81.20621095182301
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,8.66199743290874,0.0818702780785229,UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,19,74.07,4.162736787301932,"{""amplitude"": 0.610595262543976, ""scale"": 0.8}",HALO_OR_CORED_COMPARATOR,2,-98.74410652541351,-97.60522856708063
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,8.634455799658873,0.0818421706737349,UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,19,74.07,4.135195154052066,"{""amplitude"": 0.6102543113610668, ""scale"": 0.5}",HALO_OR_CORED_COMPARATOR,2,-98.75063065598866,-97.61175269765577
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,9.651860400790984,0.0780715515133454,UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,19,74.07,5.152599755184178,"{""amplitude"": 0.5832839971017881, ""extra"": 1.0, ""scale"": 0.2}",HALO_OR_CORED_COMPARATOR,2,-99.64680197219148,-98.5079240138586
BARYONIC_MISMATCH_PROXY,12.920438520859651,0.1060848642605975,UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,19,74.07,8.421177875252845,"{""gas_coef"": 7.502103746255031, ""stellar_coef"": 0.004956887569644032}",BARYONIC_SYSTEMATICS_PROXY,2,-93.82114268425482,-92.68226472592194
NUISANCE_GRADIENT_PROXY,7.564925679149482,0.0886527973772579,UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,19,74.07,3.0656650335426745,"{""intercept"": -0.10160554134444447, ""slope"": 0.7509159916761068}",NUISANCE_PROXY,2,-97.23186674571683,-96.09298878738394
OVERFLEX_POLY5_NULL,4.499260645606808,0.0478392558999366,UGC02885,RESPONSE_FAMILY_DOMINANT_ZONE,19,74.07,0.0,"{""coef"": [0.0983456697499067, -4.342434110509908, 29.31018856969578, -67.14551304273931, 67.60344575524596, -24.96272358208558], ""degree"": 5}",OVERFLEX_NULL,6,-94.70260634860686,-96.03597247360823
SN_RRF_LOCKED_N3_258993,170.65139282249774,5.950866091345127,UGC02916,NUISANCE_SENSITIVE_ZONE,43,38.0,107.34838750806378,"{""amplitude"": 0.29610345978101565, ""scale"": 0.65}",SN_RRF_FAMILY,2,-80.7395238418143,-77.51712361042718
SN_RRF_SATURATING_FAMILY,172.21967315126318,5.847821672304983,UGC02916,NUISANCE_SENSITIVE_ZONE,43,38.0,108.91666783682922,"{""amplitude"": 0.2247190182603484, ""n"": 12.0, ""scale"": 0.3}",SN_RRF_FAMILY,4,-76.73799658367852,-70.74582769985165
NFW_LIKE_DIAGNOSTIC,171.62441505011134,6.400310557731764,UGC02916,NUISANCE_SENSITIVE_ZONE,43,38.0,108.32140973567738,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR,2,-77.60870487996412,-74.386304648577
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,171.1846567205503,6.0890703616699,UGC02916,NUISANCE_SENSITIVE_ZONE,43,38.0,107.8816514061163,"{""amplitude"": 0.21089055002666493, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR,2,-79.75230191063021,-76.52990167924308
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,171.09922758260686,6.071475393665729,UGC02916,NUISANCE_SENSITIVE_ZONE,43,38.0,107.7962222681729,"{""amplitude"": 0.24099395433307652, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR,2,-79.87673450886533,-76.6543342774782
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,172.59135897084084,5.941091664776743,UGC02916,NUISANCE_SENSITIVE_ZONE,43,38.0,109.28835365640688,"{""amplitude"": 0.3043690744037761, ""extra"": 1.4, ""scale"": 0.3}",HALO_OR_CORED_COMPARATOR,2,-80.81021034200351,-77.58781011061639
BARYONIC_MISMATCH_PROXY,96.42964135852148,1.725528103549426,UGC02916,NUISANCE_SENSITIVE_ZONE,43,38.0,33.12663604408752,"{""gas_coef"": 5.369847264794353, ""stellar_coef"": -0.32221818716906125}",BARYONIC_SYSTEMATICS_PROXY,2,-133.97367949837508,-130.75127926698795
NUISANCE_GRADIENT_PROXY,118.94305507380892,3.5189391514046724,UGC02916,NUISANCE_SENSITIVE_ZONE,43,38.0,55.64004975937496,"{""intercept"": -0.5492967265757581, ""slope"": 1.3330911208486822}",NUISANCE_PROXY,2,-103.33074360479492,-100.10834337340779
OVERFLEX_POLY5_NULL,63.30300531443396,1.663674494481543,UGC02916,NUISANCE_SENSITIVE_ZONE,43,38.0,0.0,"{""coef"": [-0.37587850025783603, -8.50175596069558, 83.23624593905699, -228.68401407259512, 251.17913953359766, -96.67570805872906], ""degree"": 5}",OVERFLEX_NULL,6,-125.51003724193019,-117.27616988110215
SN_RRF_LOCKED_N3_258993,300.3990997085405,5.058804987273221,UGC02953,RESPONSE_FAMILY_DOMINANT_ZONE,115,62.39,235.27655437094847,"{""amplitude"": 0.46532340054061105, ""scale"": 0.4}",SN_RRF_FAMILY,2,-355.13006891295737,-349.7473475133737
SN_RRF_SATURATING_FAMILY,301.3614172250237,5.021142515408859,UGC02953,RESPONSE_FAMILY_DOMINANT_ZONE,115,62.39,236.23887188743163,"{""amplitude"": 0.46136687744426635, ""n"": 4.0, ""scale"": 0.4}",SN_RRF_FAMILY,4,-351.7329458384209,-341.1168536886043
NFW_LIKE_DIAGNOSTIC,336.9443785579406,6.658314478774111,UGC02953,RESPONSE_FAMILY_DOMINANT_ZONE,115,62.39,271.82183322034854,"{""amplitude"": 0.4010510696980633, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR,2,-323.53541921011254,-318.1526978105289
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,307.7266933091879,5.328443399821101,UGC02953,RESPONSE_FAMILY_DOMINANT_ZONE,115,62.39,242.60414797159584,"{""amplitude"": 0.5526391459724642, ""scale"": 0.8}",HALO_OR_CORED_COMPARATOR,2,-349.15824960143397,-343.7755282018503
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,307.1986474391624,5.308261522046284,UGC02953,RESPONSE_FAMILY_DOMINANT_ZONE,115,62.39,242.0761021015703,"{""amplitude"": 0.5533798371663294, ""scale"": 0.5}",HALO_OR_CORED_COMPARATOR,2,-349.59464766762056,-344.2119262680369
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,302.06372805669616,5.04536356161598,UGC02953,RESPONSE_FAMILY_DOMINANT_ZONE,115,62.39,236.9411827191041,"{""amplitude"": 0.46195493396048265, ""extra"": 1.4, ""scale"": 0.2}",HALO_OR_CORED_COMPARATOR,2,-355.436034684397,-350.0533132848133
BARYONIC_MISMATCH_PROXY,125.25813705642288,1.3286958940721203,UGC02953,RESPONSE_FAMILY_DOMINANT_ZONE,115,62.39,60.13559171883082,"{""gas_coef"": 40.730233033729164, ""stellar_coef"": -0.20054669233389483}",BARYONIC_SYSTEMATICS_PROXY,2,-508.8772899056351,-503.49456850605145
NUISANCE_GRADIENT_PROXY,156.49925191582577,2.019522131039756,UGC02953,RESPONSE_FAMILY_DOMINANT_ZONE,115,62.39,91.37670657823372,"{""intercept"": -0.25882979537121187, ""slope"": 0.9514326642468716}",NUISANCE_PROXY,2,-460.7310467217091,-455.34832532212545
OVERFLEX_POLY5_NULL,65.12254533759204,1.2513781957684018,UGC02953,RESPONSE_FAMILY_DOMINANT_ZONE,115,62.39,0.0,"{""coef"": [-0.2173725150380668, -1.8592062552046986, 25.291086336907174, -68.23245324608767, 72.99325427330038, -27.49618037968887], ""degree"": 5}",OVERFLEX_NULL,6,-507.10118441962067,-491.40936942721896
SN_RRF_LOCKED_N3_258993,47.69446826034134,0.3900190216396988,UGC03205,RESPONSE_FAMILY_DOMINANT_ZONE,48,40.04,0.6850697707816522,"{""amplitude"": 0.5420061473751727, ""scale"": 0.5}",SN_RRF_FAMILY,2,-226.74585070232195,-223.27011534717283
SN_RRF_SATURATING_FAMILY,49.69446826034134,0.3900190216396988,UGC03205,RESPONSE_FAMILY_DOMINANT_ZONE,48,40.04,2.685069770781652,"{""amplitude"": 0.5420061473751727, ""n"": 3.258993, ""scale"": 0.5}",SN_RRF_FAMILY,4,-222.0822848108491,-215.52771332535707
NFW_LIKE_DIAGNOSTIC,68.25782865349612,0.6346153089024623,UGC03205,RESPONSE_FAMILY_DOMINANT_ZONE,48,40.04,21.248430163936437,"{""amplitude"": 0.4401851809413445, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR,2,-203.37832312508002,-199.9025877699309
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,48.68087297886344,0.4081186388870093,UGC03205,RESPONSE_FAMILY_DOMINANT_ZONE,48,40.04,1.6714744893037476,"{""amplitude"": 0.6222026945511526, ""scale"": 1.0}",HALO_OR_CORED_COMPARATOR,2,-224.56845538943722,-221.0927200342881
