comparator,aic,rss,galaxy,zone,rotmod_points,Rlast_kpc,delta_aic_vs_best,params_json,comparator_family,k_effective,aicc_recomputed,bic_recomputed
BARYONIC_MISMATCH_PROXY,48.12898469409664,0.5509040569705449,NGC2403,RESPONSE_FAMILY_DOMINANT_ZONE,73,20.87,85.79768566303323,"{""gas_coef"": 6.35652107399754, ""stellar_coef"": -0.11275408584479493}",BARYONIC_SYSTEMATICS_PROXY,2,-352.5543171821948,-348.1448268713266
NUISANCE_GRADIENT_PROXY,78.26309464227532,0.5824613799831988,NGC2403,RESPONSE_FAMILY_DOMINANT_ZONE,73,20.87,115.93179561121192,"{""intercept"": -0.08671698255601396, ""slope"": 1.074218683017376}",NUISANCE_PROXY,2,-348.48805555487854,-344.07856524401035
OVERFLEX_POLY5_NULL,-37.66870096893659,0.1047504804968673,NGC2403,RESPONSE_FAMILY_DOMINANT_ZONE,73,20.87,0.0,"{""coef"": [0.07555237406539189, -3.8282816371127466, 32.92219094681041, -79.76440841062866, 81.3685225337694, -30.023308841575407], ""degree"": 5}",OVERFLEX_NULL,6,-464.6315236479999,-452.1614942738368
SN_RRF_LOCKED_N3_258993,20.654340928629765,0.2086573618410708,NGC2683,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,11,34.62,13.81779987529625,"{""amplitude"": 0.27892532506631207, ""scale"": 0.5}",SN_RRF_FAMILY,2,-38.1145276837459,-38.81873713814916
SN_RRF_SATURATING_FAMILY,22.26991044592619,0.2022351833789678,NGC2683,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,11,34.62,15.433369392592676,"{""amplitude"": 0.24656514316728098, ""n"": 8.0, ""scale"": 0.4}",SN_RRF_FAMILY,4,-29.291745165476232,-34.36683074094942
NFW_LIKE_DIAGNOSTIC,24.338327319028156,0.2839740289031627,NGC2683,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,11,34.62,17.50178626569464,"{""amplitude"": 0.21206085298042562, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR,2,-34.72444541857452,-35.42865487297777
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,21.434865450221764,0.2263941876364635,NGC2683,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,11,34.62,14.59832439688825,"{""amplitude"": 0.31485540870941137, ""scale"": 1.25}",HALO_OR_CORED_COMPARATOR,2,-37.2171016664134,-37.921311120816654
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,21.373905481379484,0.225446627818559,NGC2683,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,11,34.62,14.53736442804597,"{""amplitude"": 0.3156739985903879, ""scale"": 0.8}",HALO_OR_CORED_COMPARATOR,2,-37.26323815041558,-37.967447604818844
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,22.57046347724815,0.2084648700153766,NGC2683,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,11,34.62,15.733922423914636,"{""amplitude"": 0.28466500748456186, ""extra"": 1.4, ""scale"": 0.25}",HALO_OR_CORED_COMPARATOR,2,-38.124680152596675,-38.82888960699994
BARYONIC_MISMATCH_PROXY,17.41744889528201,0.1773941023575004,NGC2683,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,11,34.62,10.580907841948497,"{""gas_coef"": 30.797332030350155, ""stellar_coef"": -0.3711047982631915}",BARYONIC_SYSTEMATICS_PROXY,2,-39.90004400076301,-40.60425345516627
NUISANCE_GRADIENT_PROXY,14.26660687026587,0.1275541198353779,NGC2683,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,11,34.62,7.4300658169323555,"{""intercept"": -0.22491576825247284, ""slope"": 0.611745755453799}",NUISANCE_PROXY,2,-43.52820788741207,-44.232417341815335
OVERFLEX_POLY5_NULL,6.836541053333514,0.0389962767162179,NGC2683,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,11,34.62,0.0,"{""coef"": [-0.21551579325149375, -3.694803105762946, 33.48979394992819, -84.38676982909983, 87.00357725506976, -31.92858803873504], ""degree"": 5}",OVERFLEX_NULL,6,-29.064028169255465,-47.676656532465245
SN_RRF_LOCKED_N3_258993,25.55325049707047,0.2180291916681661,NGC2841,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,50,63.64,101.88088936496074,"{""amplitude"": 0.5172550562287793, ""scale"": 0.15}",SN_RRF_FAMILY,2,-267.50214704362355,-263.9334201817034
SN_RRF_SATURATING_FAMILY,-55.985246227839,0.0521224575469939,NGC2841,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,50,63.64,20.342392640051276,"{""amplitude"": 0.6129389838126694, ""n"": 1.0, ""scale"": 0.4}",SN_RRF_FAMILY,4,-334.42023018899937,-327.6610270561757
NFW_LIKE_DIAGNOSTIC,-54.80335667360266,0.0503885376991518,NGC2841,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,50,63.64,21.52428219428761,"{""amplitude"": 0.6101765155275256, ""scale"": 0.8}",HALO_OR_CORED_COMPARATOR,2,-340.745408941186,-337.17668207926585
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,1.480250208344116,0.1342622634837537,NGC2841,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,50,63.64,77.80788907623439,"{""amplitude"": 0.564968549766526, ""scale"": 0.25}",HALO_OR_CORED_COMPARATOR,2,-291.74384120523365,-288.1751143433135
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-43.17338315680076,0.0592149156713576,NGC2841,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,50,63.64,33.15425571108951,"{""amplitude"": 0.5828092695770272, ""scale"": 0.1}",HALO_OR_CORED_COMPARATOR,2,-332.6749218684294,-329.10619500650927
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-35.721409710009574,0.0646995388464979,NGC2841,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,50,63.64,40.6062291578807,"{""amplitude"": 0.6514939584807566, ""extra"": 0.4, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR,2,-328.24589137579136,-324.6771645138712
BARYONIC_MISMATCH_PROXY,38.7193399099719,0.2834321286318358,NGC2841,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,50,63.64,115.04697877786217,"{""gas_coef"": 12.301292796495675, ""stellar_coef"": 0.13423202071635928}",BARYONIC_SYSTEMATICS_PROXY,2,-254.38496060522283,-250.81623374330272
NUISANCE_GRADIENT_PROXY,4.329489322088056,0.1617944990863647,NGC2841,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,50,63.64,80.65712818997832,"{""intercept"": 0.14382066773924773, ""slope"": 0.5534147658860248}",NUISANCE_PROXY,2,-282.41724478076264,-278.8485179188425
OVERFLEX_POLY5_NULL,-76.32763886789027,0.034814042388697,NGC2841,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,50,63.64,0.0,"{""coef"": [0.040255925135406934, 0.8613313574192162, 4.701563455772556, -17.658827556389003, 20.669223431885634, -7.963480327423592], ""degree"": 5}",OVERFLEX_NULL,6,-349.53438473312355,-340.0157350726477
SN_RRF_LOCKED_N3_258993,154.81693223441854,7.333891562028248,NGC2903,HALO_COMPARATOR_DOMINANT_ZONE,34,24.96,93.54177297310324,"{""amplitude"": 0.3955747097665545, ""scale"": 0.8}",SN_RRF_FAMILY,2,-47.7639474105698,-45.098323135531025
SN_RRF_SATURATING_FAMILY,156.54266777316658,7.277010655526173,NGC2903,HALO_COMPARATOR_DOMINANT_ZONE,34,24.96,95.26750851185128,"{""amplitude"": 0.3077246624227884, ""n"": 8.0, ""scale"": 0.5}",SN_RRF_FAMILY,4,-43.0364622684141,-38.310330514777036
NFW_LIKE_DIAGNOSTIC,158.47066137847526,8.177204448344934,NGC2903,HALO_COMPARATOR_DOMINANT_ZONE,34,24.96,97.19550211715996,"{""amplitude"": 0.12946260124734707, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR,2,-44.063249580200285,-41.39762530516151
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,155.55700335698032,7.49340591138275,NGC2903,HALO_COMPARATOR_DOMINANT_ZONE,34,24.96,94.281844095665,"{""amplitude"": 0.36614848640107894, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR,2,-47.03236471498626,-44.366740439947485
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,155.41009955490145,7.461574336711898,NGC2903,HALO_COMPARATOR_DOMINANT_ZONE,34,24.96,94.13494029358614,"{""amplitude"": 0.3908847456072413, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR,2,-47.17710247528637,-44.511478200247595
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,156.7666812186881,7.323688832812598,NGC2903,HALO_COMPARATOR_DOMINANT_ZONE,34,24.96,95.49152195737278,"{""amplitude"": 0.41557495301287917, ""extra"": 1.4, ""scale"": 0.4}",HALO_OR_CORED_COMPARATOR,2,-47.81128030454174,-45.145656029502966
BARYONIC_MISMATCH_PROXY,61.2751592613153,0.4831704291678356,NGC2903,HALO_COMPARATOR_DOMINANT_ZONE,34,24.96,0.0,"{""gas_coef"": 21.449554419404645, ""stellar_coef"": -0.5463254767937159}",BARYONIC_SYSTEMATICS_PROXY,2,-140.24027935580318,-137.5746550807644
NUISANCE_GRADIENT_PROXY,89.64260648602942,1.1085364454230229,NGC2903,HALO_COMPARATOR_DOMINANT_ZONE,34,24.96,28.36744722471412,"{""intercept"": -0.7555529843258953, ""slope"": 1.3729798997974814}",NUISANCE_PROXY,2,-112.00577972170004,-109.34015544666127
OVERFLEX_POLY5_NULL,64.24883408980182,0.4567632960834462,NGC2903,HALO_COMPARATOR_DOMINANT_ZONE,34,24.96,2.973674828486516,"{""coef"": [-0.5395210790934849, -5.5641039085442365, 41.36176034828642, -87.35663686041096, 77.48783449913982, -25.025324189746264], ""degree"": 5}",OVERFLEX_NULL,6,-131.42720584009072,-125.38015380350487
SN_RRF_LOCKED_N3_258993,10.816374667742144,0.2924123643482771,NGC2915,RESPONSE_FAMILY_DOMINANT_ZONE,30,10.04,61.91994235640399,"{""amplitude"": 0.8253061303771504, ""scale"": 0.2}",SN_RRF_FAMILY,2,-134.47918499345144,-132.12123467457158
SN_RRF_SATURATING_FAMILY,8.740314246133437,0.199470434536669,NGC2915,RESPONSE_FAMILY_DOMINANT_ZONE,30,10.04,59.84388193479528,"{""amplitude"": 0.8075870015527129, ""n"": 6.0, ""scale"": 0.2}",SN_RRF_FAMILY,4,-140.79859899323816,-136.79380946658952
NFW_LIKE_DIAGNOSTIC,31.90465713192355,0.909033692500572,NGC2915,RESPONSE_FAMILY_DOMINANT_ZONE,30,10.04,83.0082248205854,"{""amplitude"": 0.9297234992708657, ""scale"": 1.25}",HALO_OR_CORED_COMPARATOR,2,-100.45267060645193,-98.09472028757206
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,19.51616204674064,0.4872165395216742,NGC2915,RESPONSE_FAMILY_DOMINANT_ZONE,30,10.04,70.61972973540249,"{""amplitude"": 0.8311651618602798, ""scale"": 0.25}",HALO_OR_CORED_COMPARATOR,2,-119.1628754568476,-116.80492513796773
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,21.131641655263284,0.6208031697032041,NGC2915,RESPONSE_FAMILY_DOMINANT_ZONE,30,10.04,72.23520934392513,"{""amplitude"": 0.9065058446339304, ""scale"": 0.15}",HALO_OR_CORED_COMPARATOR,2,-111.89371313411469,-109.53576281523482
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,11.62162120010586,0.2635494414899138,NGC2915,RESPONSE_FAMILY_DOMINANT_ZONE,30,10.04,62.7251888887677,"{""amplitude"": 0.8104981586276648, ""extra"": 1.4, ""scale"": 0.1}",HALO_OR_CORED_COMPARATOR,2,-137.59690585133762,-135.23895553245777
BARYONIC_MISMATCH_PROXY,23.46430330968608,1.6090547134165796,NGC2915,RESPONSE_FAMILY_DOMINANT_ZONE,30,10.04,74.56787099834793,"{""gas_coef"": 20.79977385677935, ""stellar_coef"": -0.9135487165798294}",BARYONIC_SYSTEMATICS_PROXY,2,-83.3220708441741,-80.96412052529423
NUISANCE_GRADIENT_PROXY,34.84961090968157,2.102263574081793,NGC2915,RESPONSE_FAMILY_DOMINANT_ZONE,30,10.04,85.95317859834341,"{""intercept"": -0.1133318936368598, ""slope"": 1.2425308928617742}",NUISANCE_PROXY,2,-75.3010373062095,-72.94308698732962
OVERFLEX_POLY5_NULL,-51.10356768866185,0.1006838791594288,NGC2915,RESPONSE_FAMILY_DOMINANT_ZONE,30,10.04,0.0,"{""coef"": [-0.30388813681363475, 0.4751841710093152, 29.300569790236292, -94.96833811409154, 107.74035129290837, -41.376953683199076], ""degree"": 5}",OVERFLEX_NULL,6,-155.25683493274755,-150.50182455581808
SN_RRF_LOCKED_N3_258993,91.0327580817424,2.5787213209801045,NGC2955,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,24,35.43,77.77275491707562,"{""amplitude"": 0.06676983431150542, ""scale"": 2.0}",SN_RRF_FAMILY,2,-48.96681541962427,-47.18213633035695
SN_RRF_SATURATING_FAMILY,92.94258121709338,2.561588972567437,NGC2955,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,24,35.43,79.68257805242659,"{""amplitude"": 0.09425330778842057, ""n"": 12.0, ""scale"": 0.65}",SN_RRF_FAMILY,4,-43.5929625700376,-40.98601040654056
NFW_LIKE_DIAGNOSTIC,91.07284689013343,2.592700860246012,NGC2955,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,24,35.43,77.81284372546665,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR,2,-48.83706010363347,-47.05238101436615
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,91.07284689013343,2.592700860246012,NGC2955,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,24,35.43,77.81284372546665,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR,2,-48.83706010363347,-47.05238101436615
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,91.07284689013343,2.592700860246012,NGC2955,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,24,35.43,77.81284372546665,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR,2,-48.83706010363347,-47.05238101436615
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,92.99799305244102,2.5732349320918813,NGC2955,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,24,35.43,79.73798988777423,"{""amplitude"": 0.09652086190072034, ""extra"": 1.4, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR,2,-49.01793129740882,-47.2332522081415
BARYONIC_MISMATCH_PROXY,26.875536969422704,0.2184626679772881,NGC2955,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,24,35.43,13.61553380475592,"{""gas_coef"": 4.235031710840309, ""stellar_coef"": -0.3536218060511767}",BARYONIC_SYSTEMATICS_PROXY,2,-108.20922659651929,-106.42454750725196
NUISANCE_GRADIENT_PROXY,56.79480026551904,0.660231670462628,NGC2955,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,24,35.43,43.53479710085226,"{""intercept"": -0.43237429878952965, ""slope"": 0.5175958716502143}",NUISANCE_PROXY,2,-81.66581110974255,-79.88113202047522
OVERFLEX_POLY5_NULL,13.260003164666784,0.0850822911187807,NGC2955,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,24,35.43,0.0,"{""coef"": [0.19810746125570075, -10.046123192603666, 46.75272004572757, -81.87356551457803, 63.03010684920534, -17.979919276738954], ""degree"": 5}",OVERFLEX_NULL,6,-118.47138809821891,-116.34424158671946
SN_RRF_LOCKED_N3_258993,-14.01881033533502,0.0834137326890459,NGC2976,RESPONSE_FAMILY_DOMINANT_ZONE,27,2.27,23.892067911352058,"{""amplitude"": 0.0, ""scale"": 0.05}",SN_RRF_FAMILY,2,-151.55403809319102,-149.46236436118238
SN_RRF_SATURATING_FAMILY,-17.099162359834626,0.0535924867746041,NGC2976,RESPONSE_FAMILY_DOMINANT_ZONE,27,2.27,20.81171588685245,"{""amplitude"": 0.1430714144681292, ""n"": 12.0, ""scale"": 1.0}",SN_RRF_FAMILY,4,-158.18076617077722,-154.81560052494171
NFW_LIKE_DIAGNOSTIC,-14.01881033533502,0.0834137326890459,NGC2976,RESPONSE_FAMILY_DOMINANT_ZONE,27,2.27,23.892067911352058,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR,2,-151.55403809319102,-149.46236436118238
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,-14.01881033533502,0.0834137326890459,NGC2976,RESPONSE_FAMILY_DOMINANT_ZONE,27,2.27,23.892067911352058,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR,2,-151.55403809319102,-149.46236436118238
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-14.01881033533502,0.0834137326890459,NGC2976,RESPONSE_FAMILY_DOMINANT_ZONE,27,2.27,23.892067911352058,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR,2,-151.55403809319102,-149.46236436118238
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-12.093876591408272,0.080098957817707,NGC2976,RESPONSE_FAMILY_DOMINANT_ZONE,27,2.27,25.817001655278805,"{""amplitude"": 0.012727765253121718, ""extra"": 1.4, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR,2,-152.64889115431563,-150.55721742230696
BARYONIC_MISMATCH_PROXY,-29.9521252346622,0.053723536372645,NGC2976,RESPONSE_FAMILY_DOMINANT_ZONE,27,2.27,7.958753012024879,"{""gas_coef"": 1.0916381119185712, ""stellar_coef"": -0.1502952710879586}",BARYONIC_SYSTEMATICS_PROXY,2,-163.43300553596546,-161.3413318039568
NUISANCE_GRADIENT_PROXY,-24.69528499048687,0.0736087286361794,NGC2976,RESPONSE_FAMILY_DOMINANT_ZONE,27,2.27,13.215593256200208,"{""intercept"": -0.02470068939759956, ""slope"": 0.004745183311056986}",NUISANCE_PROXY,2,-154.93037032844842,-152.83869659643977
OVERFLEX_POLY5_NULL,-37.91087824668708,0.0205938940772823,NGC2976,RESPONSE_FAMILY_DOMINANT_ZONE,27,2.27,0.0,"{""coef"": [0.008614393141151165, -0.5520247387729819, 3.5035629036958778, -8.914907546299636, 8.91541855079551, -2.7910241656063244], ""degree"": 5}",OVERFLEX_NULL,6,-177.62213296285307,-174.04711176682707
SN_RRF_LOCKED_N3_258993,7.8415287259547615,0.1238330459962694,NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,13,42.28,14.211003944013994,"{""amplitude"": 0.49568281643916834, ""scale"": 0.65}",SN_RRF_FAMILY,2,-55.299014957027424,-55.369116242104354
SN_RRF_SATURATING_FAMILY,6.730317107314447,0.1127452682425592,NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,13,42.28,13.09979232537368,"{""amplitude"": 0.4291264262831289, ""n"": 8.0, ""scale"": 0.5}",SN_RRF_FAMILY,4,-48.718457134725135,-51.45865970487899
NFW_LIKE_DIAGNOSTIC,20.0217800682588,0.2019327693707499,NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,13,42.28,26.39125528631803,"{""amplitude"": 0.40601866452532676, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR,2,-48.942007651397184,-49.012108936474114
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,11.787526293040887,0.143430592444565,NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,13,42.28,18.15700151110012,"{""amplitude"": 0.4926974606295641, ""scale"": 1.0}",HALO_OR_CORED_COMPARATOR,2,-53.38909412976915,-53.45919541484608
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,11.615067610118643,0.1415472529300363,NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,13,42.28,17.98454282817788,"{""amplitude"": 0.5107418181479388, ""scale"": 0.8}",HALO_OR_CORED_COMPARATOR,2,-53.5609234178001,-53.63102470287703
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,9.613959685349526,0.1227653511330003,NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,13,42.28,15.983434903408758,"{""amplitude"": 0.4939665524695359, ""extra"": 1.4, ""scale"": 0.3}",HALO_OR_CORED_COMPARATOR,2,-55.41158762674301,-55.48168891181994
BARYONIC_MISMATCH_PROXY,6.964295664569909,0.1540751385686439,NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,13,42.28,13.333770882629144,"{""gas_coef"": 5.304308205825186, ""stellar_coef"": -0.11708791452167906}",BARYONIC_SYSTEMATICS_PROXY,2,-52.458435123085955,-52.528536408162886
NUISANCE_GRADIENT_PROXY,15.81872350141764,0.1787723984811635,NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,13,42.28,22.188198719476876,"{""intercept"": -0.024393786418525906, ""slope"": 0.49711269775199435}",NUISANCE_PROXY,2,-50.525685034908115,-50.595786319985045
OVERFLEX_POLY5_NULL,-6.369475218059232,0.0312842513362105,NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,13,42.28,0.0,"{""coef"": [0.2025168988112718, -3.109823408825283, 10.759693157725472, -10.634712636448903, 2.7380873785430286, 0.4884860902744652], ""degree"": 5}",OVERFLEX_NULL,6,-52.384667630345135,-62.99497148557592
SN_RRF_LOCKED_N3_258993,-15.981930664539806,0.048182735401455,NGC3109,NUISANCE_SENSITIVE_ZONE,25,6.45,58.50814304713877,"{""amplitude"": 0.8302415494226784, ""scale"": 0.5}",SN_RRF_FAMILY,2,-151.74530379578954,-149.85300669150766
SN_RRF_SATURATING_FAMILY,-60.61052509408505,0.0101652525150838,NGC3109,NUISANCE_SENSITIVE_ZONE,25,6.45,13.879548617593528,"{""amplitude"": 0.8656485348876679, ""n"": 2.0, ""scale"": 0.65}",SN_RRF_FAMILY,4,-185.1913953864238,-182.315892086951
NFW_LIKE_DIAGNOSTIC,24.280072870207043,0.2052347660736906,NGC3109,NUISANCE_SENSITIVE_ZONE,25,6.45,98.77014658188564,"{""amplitude"": 0.7593177736952939, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR,2,-115.51645994440014,-113.62416284011829
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,-67.26016449229387,0.0100165708336431,NGC3109,NUISANCE_SENSITIVE_ZONE,25,6.45,7.229909219384709,"{""amplitude"": 0.909477408989574, ""scale"": 0.8}",HALO_OR_CORED_COMPARATOR,2,-191.01430292803948,-189.1220058237576
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-69.44290280043995,0.0091487688285928,NGC3109,NUISANCE_SENSITIVE_ZONE,25,6.45,5.047170911238624,"{""amplitude"": 0.9093067907786442, ""scale"": 0.5}",HALO_OR_CORED_COMPARATOR,2,-193.2798401512529,-191.38754304697102
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-70.67111018667315,0.0076322857524752,NGC3109,NUISANCE_SENSITIVE_ZONE,25,6.45,3.8189635250054295,"{""amplitude"": 0.8974021260730478, ""extra"": 0.8, ""scale"": 0.2}",HALO_OR_CORED_COMPARATOR,2,-197.8106386806257,-195.9183415763438
BARYONIC_MISMATCH_PROXY,-32.901372753092346,0.0212908891600603,NGC3109,NUISANCE_SENSITIVE_ZONE,25,6.45,41.58870095858623,"{""gas_coef"": 13.18452798122629, ""stellar_coef"": -5.2541082517978195}",BARYONIC_SYSTEMATICS_PROXY,2,-172.1633419946872,-170.2710448904053
NUISANCE_GRADIENT_PROXY,-42.74809476905267,0.0181670120217559,NGC3109,NUISANCE_SENSITIVE_ZONE,25,6.45,31.741978942625902,"{""intercept"": -0.08055618481748879, ""slope"": 1.0236383533558955}",NUISANCE_PROXY,2,-176.13013747099697,-174.2378403667151
OVERFLEX_POLY5_NULL,-74.49007371167858,0.0048278820638786,NGC3109,NUISANCE_SENSITIVE_ZONE,25,6.45,0.0,"{""coef"": [0.03875366220123709, -1.0292509824182128, 10.26495137732455, -22.071746121905633, 21.85127229668228, -8.182799500848173], ""degree"": 5}",OVERFLEX_NULL,6,-197.13891404445255,-194.49232576191
SN_RRF_LOCKED_N3_258993,3.7558110954670223,0.1422843275639426,NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,43,44.08,13.533718433513824,"{""amplitude"": 0.6279860580066715, ""scale"": 0.3}",SN_RRF_FAMILY,2,-241.27850538590957,-238.05610515452244
SN_RRF_SATURATING_FAMILY,5.755811095467022,0.1422843275639426,NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,43,44.08,15.533718433513824,"{""amplitude"": 0.6279860580066715, ""n"": 3.258993, ""scale"": 0.3}",SN_RRF_FAMILY,4,-236.5258738069622,-230.53370492313533
NFW_LIKE_DIAGNOSTIC,53.19214332069004,0.3939777933643977,NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,43,44.08,62.970050658736845,"{""amplitude"": 0.6884158028171551, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR,2,-197.4844165063747,-194.2620162749876
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,21.63977592333628,0.1993285294747316,NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,43,44.08,31.417683261383083,"{""amplitude"": 0.6662834947362075, ""scale"": 0.4}",HALO_OR_CORED_COMPARATOR,2,-226.78204426027284,-223.5596440288857
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,25.164048594589232,0.2128690352191233,NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,43,44.08,34.941955932636034,"{""amplitude"": 0.701710250746959, ""scale"": 0.25}",HALO_OR_CORED_COMPARATOR,2,-223.95596587639494,-220.73356564500781
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,11.67864246594175,0.1581343755018835,NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,43,44.08,21.45654980398855,"{""amplitude"": 0.6136887117837856, ""extra"": 1.4, ""scale"": 0.15}",HALO_OR_CORED_COMPARATOR,2,-236.73694054532353,-233.5145403139364
BARYONIC_MISMATCH_PROXY,8.415888566458058,0.1561952470063206,NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,43,44.08,18.19379590450486,"{""gas_coef"": 7.2189514584016266, ""stellar_coef"": 0.014036128682860024}",BARYONIC_SYSTEMATICS_PROXY,2,-237.26748922508472,-234.0450889936976
NUISANCE_GRADIENT_PROXY,52.25059947614457,0.3545017668216182,NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,43,44.08,62.028506814191374,"{""intercept"": -0.0420496065390712, ""slope"": 0.8587251737824558}",NUISANCE_PROXY,2,-202.02440878355938,-198.80200855217225
OVERFLEX_POLY5_NULL,-9.777907338046802,0.0754085924029994,NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,43,44.08,0.0,"{""coef"": [-0.09275940892304216, 0.0007986607331932349, 11.698556695900503, -31.562047311666486, 31.865241376907466, -11.25007979382477], ""degree"": 5}",OVERFLEX_NULL,6,-258.54613591453176,-250.3122685537037
SN_RRF_LOCKED_N3_258993,149.73056674997486,10.413141344012368,NGC3521,RESPONSE_FAMILY_DOMINANT_ZONE,41,17.74,212.10254247522107,"{""amplitude"": 0.41647649994150715, ""scale"": 2.0}",SN_RRF_FAMILY,2,-51.87485269158154,-48.76349803185713
