galaxy,zone,model,degree,n_points,k_effective,rss,aic,aicc,bic,coef_json
UGC06667,NUISANCE_SENSITIVE_ZONE,POLY1_NULL,1,40,2,0.2457082181356948,-199.69960025130325,-199.37527592697893,-196.3218413430754,"[0.10281517541063974, 0.9070542817664488]"
UGC06667,NUISANCE_SENSITIVE_ZONE,POLY2_NULL,2,40,3,0.028531018185063137,-283.8257152112935,-283.15904854462684,-278.75907684895174,"[-0.1021836185315716, 2.002134035444551, -1.0429330987410497]"
UGC06667,NUISANCE_SENSITIVE_ZONE,POLY3_NULL,3,40,4,0.015944134695869618,-305.10174808644814,-303.958890943591,-298.3462302699924,"[-0.03078956221722423, 1.3043113520817855, 0.5623069145982924, -1.0192000084694233]"
UGC06667,NUISANCE_SENSITIVE_ZONE,POLY4_NULL,4,40,5,0.002983561411535804,-370.14068166422027,-368.37597578186734,-361.69628439365056,"[0.0744039808588838, -0.24427989704295033, 6.7047397676156395, -9.90983628337823, 4.233636321385148]"
UGC06667,NUISANCE_SENSITIVE_ZONE,POLY5_NULL,5,40,6,0.0028464458035032357,-370.0225441426027,-367.47708959714817,-359.8892674179191,"[0.09029560064069084, -0.5598438607531286, 8.557519443607687, -14.380341972011589, 8.93954723622007, -1.7927279675561656]"
UGC06667,NUISANCE_SENSITIVE_ZONE,POLY6_NULL,6,40,7,0.0028443025297781475,-368.0526740826515,-364.5526740826515,-356.2305179038539,"[0.0873390421189235, -0.4859303809298152, 7.970438707977219, -12.322541361887975, 5.403368374291119, 1.1287278147171431, -0.9274462800867718]"
UGC06786,NUISANCE_SENSITIVE_ZONE,POLY1_NULL,1,40,2,0.4909139092435083,-172.01463833058324,-171.69031400625892,-168.63687942235538,"[0.056250452048461366, 0.809868004542225]"
UGC06786,NUISANCE_SENSITIVE_ZONE,POLY2_NULL,2,40,3,0.04036674880166834,-269.94513345935184,-269.27846679268515,-264.87849509701005,"[-0.23901614559533352, 2.387147884092575, -1.502171313857477]"
UGC06786,NUISANCE_SENSITIVE_ZONE,POLY3_NULL,3,40,4,0.03742302685711899,-270.97394107075746,-269.8310839279003,-264.21842325430174,"[-0.27354254928560107, 2.724617260589773, -2.2784707368276123, 0.49288852252072224]"
UGC06786,NUISANCE_SENSITIVE_ZONE,POLY4_NULL,4,40,5,0.03280331787620117,-274.2442027223817,-272.4794968400288,-265.79980545181206,"[-0.2107389858559009, 1.800063852680333, 1.388737915114517, -4.815076423746483, 2.5276023553653366]"
UGC06786,NUISANCE_SENSITIVE_ZONE,POLY5_NULL,5,40,6,0.032582268082903605,-272.5146606616383,-269.9692061161837,-262.38138393695465,"[-0.1905613734509799, 1.3993918358482946, 3.7412149242033883, -10.491283901508211, 8.502704186100804, -2.2762292688516084]"
UGC06786,NUISANCE_SENSITIVE_ZONE,POLY6_NULL,6,40,7,0.031179777952133853,-272.27459963902567,-268.77459963902567,-260.4524434602281,"[-0.2661919771039274, 3.290144566079603, -11.276674998079901, 42.14853404730641, -81.95494783840974, 72.45642450130246, -23.72465199052526]"
UGC06787,NUISANCE_SENSITIVE_ZONE,POLY1_NULL,1,40,2,1.0366652536612802,-142.11481518478146,-141.79049086045714,-138.7370562765536,"[-0.17041091653628346, 1.1766547132859568]"
UGC06787,NUISANCE_SENSITIVE_ZONE,POLY2_NULL,2,40,3,0.49997093307805973,-169.28339080830398,-168.61672414163732,-164.21675244596216,"[-0.4926718724586675, 2.898135320293996, -1.639505340007657]"
UGC06787,NUISANCE_SENSITIVE_ZONE,POLY3_NULL,3,40,4,0.31232337346095596,-186.10382514532296,-184.96096800246582,-179.3483073288672,"[-0.7683322913425987, 5.59250657657226, -7.837516173543216, 3.935244973673377]"
UGC06787,NUISANCE_SENSITIVE_ZONE,POLY4_NULL,4,40,5,0.15579563292722165,-211.92358520177726,-210.15887931942433,-203.47918793120758,"[-1.1339040475858304, 10.974217336479214, -29.18388307040708, 34.83225083634928, -14.712859934607572]"
UGC06787,NUISANCE_SENSITIVE_ZONE,POLY5_NULL,5,40,6,0.07595491365734897,-238.65979240790756,-236.11433786245303,-228.52651568322395,"[-1.5173789443162775, 18.588976565374633, -73.8926355242454, 142.70839756144068, -128.2694845497374, 43.259666520049485]"
UGC06787,NUISANCE_SENSITIVE_ZONE,POLY6_NULL,6,40,7,0.07241153009826795,-238.57076763533098,-235.07076763533098,-226.74861145653344,"[-1.3971644752368115, 15.583634486282117, -50.021774040894854, 59.037668233449004, 15.512504315573251, -75.52751567813345, 37.71021657085187]"
UGC06818,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY1_NULL,1,40,2,0.47397524692710136,-173.41918537749513,-173.0948610531708,-170.04142646926726,"[-0.3143392061063725, 1.0665270383370453]"
UGC06818,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY2_NULL,2,40,3,0.3747115323631471,-180.8191300071835,-180.15246334051685,-175.75249164484168,"[-0.17574679422148207, 0.3261824667912079, 0.7050900681388927]"
UGC06818,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY3_NULL,3,40,4,0.10152179644768988,-231.0544485736514,-229.91159143079426,-224.29893075719565,"[0.1568630819429332, -2.9248264866161127, 8.183565302829662, -4.7482382442481095]"
UGC06818,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY4_NULL,4,40,5,0.10124095661509895,-229.16525393920793,-227.400548056855,-220.72085666863825,"[0.1723479079467243, -3.1527840716775706, 9.087751065449302, -6.056968340736386, 0.623204807851555]"
UGC06818,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY5_NULL,5,40,6,0.019816239402138072,-292.4053183891019,-289.85986384364736,-282.2720416644183,"[-0.21491227674651348, 4.537140589673584, -36.062322329962115, 102.88402587020583, -114.0543393978832, 43.686683506946586]"
UGC06818,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY6_NULL,6,40,7,0.01384183844596229,-304.7575582415005,-301.2575582415005,-292.9354020627029,"[-0.05881517386893809, 0.634738530298967, -5.066283755943743, -5.76145203077288, 72.6449163548557, -110.55710380177383, 48.96628168530829]"
UGC06917,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY1_NULL,1,40,2,0.10003631907789046,-235.64405689067533,-235.319732566351,-232.26629798244747,"[0.0057538385510415065, 0.6657951591029567]"
UGC06917,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY2_NULL,2,40,3,0.04349392051902322,-266.9605425180757,-266.29387585140904,-261.89390415573394,"[-0.09884607004521857, 1.2245557251413812, -0.532152920036595]"
UGC06917,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY3_NULL,3,40,4,0.04280938095411953,-265.5950989341596,-264.4522417913024,-258.83958111770386,"[-0.11549560964193115, 1.38729233093076, -0.9065049115615555, 0.23768380414283297]"
UGC06917,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY4_NULL,4,40,5,0.019677249418059144,-294.686864663303,-292.9221587809501,-286.2424673927334,"[0.02503948924180172, -0.6815744261169653, 7.299582488317462, -11.639912591005002, 5.655998283403733]"
UGC06917,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY5_NULL,5,40,6,0.0030634101157194222,-367.08424082926285,-364.5387862838083,-356.9509641045792,"[0.19996764662259925, -4.15516764477662, 27.694189155469196, -60.84932820817697, 57.45665400212858, -19.733583130942826]"
UGC06917,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY6_NULL,6,40,7,0.0015969995938409285,-391.1403247275805,-387.6403247275805,-379.3181685487829,"[0.12263276164532572, -2.221808159985182, 12.337881871835938, -7.023309775515001, -35.03939623081597, 56.6831173079807, -24.259269980610746]"
UGC06930,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY1_NULL,1,40,2,0.1698042542027151,-214.4795362134119,-214.15521188908758,-211.10177730518404,"[0.1309014299848038, 0.5413923339660563]"
UGC06930,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY2_NULL,2,40,3,0.07255935064886915,-246.48919505961425,-245.8225283929476,-241.42255669727243,"[-0.006274406202061963, 1.2741697226196051, -0.6978832272890945]"
UGC06930,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY3_NULL,3,40,4,0.021281804691479705,-293.5512906115239,-292.4084334686667,-286.79577279506816,"[-0.15037526452554362, 2.6826461816040776, -3.937879323307416, 2.057140378424333]"
UGC06930,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY4_NULL,4,40,5,0.018549813513902544,-297.0469998900822,-295.28229400772926,-288.6026026195125,"[-0.19867187176001544, 3.393637570796126, -6.758001721425067, 6.139021791270553, -1.9437530537362897]"
UGC06930,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY5_NULL,5,40,6,0.018234064192616722,-295.7337291779778,-293.18827463252325,-285.60045245329417,"[-0.17455639059477912, 2.914770285537268, -3.9464146086457186, -0.6449560041671765, 5.197451404345406, -2.7204588411739796]"
UGC06930,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY6_NULL,6,40,7,0.010161815547198355,-317.11990445278013,-313.61990445278013,-305.29774827398256,"[0.006888576069436403, -1.6213242256390503, 32.08292278524256, -126.93285470667357, 222.21390854418686, -182.0111588635753, 56.917682546794516]"
UGC06973,PATHOLOGY_ARCHIVE_ZONE,POLY1_NULL,1,40,2,2.8528272257136322,-101.62275770107345,-101.29843337674913,-98.24499879284558,"[-3.413821387743069, 3.8665695733681065]"
UGC06973,PATHOLOGY_ARCHIVE_ZONE,POLY2_NULL,2,40,3,1.3266997294154503,-130.24740008505208,-129.58073341838542,-125.18076172271027,"[-3.957246369934476, 6.769482728108175, -2.7646791949905425]"
UGC06973,PATHOLOGY_ARCHIVE_ZONE,POLY3_NULL,3,40,4,0.9833480556234496,-140.22686402887746,-139.08400688602032,-133.4713462124217,"[-3.5843634113154232, 3.1248349773471187, 5.619305080005388, -5.3231646190450315]"
UGC06973,PATHOLOGY_ARCHIVE_ZONE,POLY4_NULL,4,40,5,0.32617905635811584,-182.367529995245,-180.60282411289208,-173.92313272467533,"[-2.8353053001913464, -7.902313667445544, 49.3581032613609, -68.63126338662894, 30.146713698849485]"
UGC06973,PATHOLOGY_ARCHIVE_ZONE,POLY5_NULL,5,40,6,0.18435247699874574,-203.19140688459342,-200.6459523391389,-193.0581301599098,"[-2.3242080633461044, -18.05130238694951, 108.94614940670427, -212.40912468288414, 181.49554399024055, -57.656697253863285]"
UGC06973,PATHOLOGY_ARCHIVE_ZONE,POLY6_NULL,6,40,7,0.1769476384057224,-202.83123490017203,-199.33123490017203,-191.0090787213745,"[-2.4979903302444932, -13.706774117523272, 74.43838629665957, -91.45455800715585, -26.355974678904207, 114.06228099347064, -54.51396134836007]"
UGC06983,NUISANCE_SENSITIVE_ZONE,POLY1_NULL,1,40,2,0.5087090391171598,-170.59034049489685,-170.26601617057253,-167.212581586669,"[0.19296761703889756, 0.6735738722894519]"
UGC06983,NUISANCE_SENSITIVE_ZONE,POLY2_NULL,2,40,3,0.0862504012069379,-239.57520102083123,-238.90853435416457,-234.5085626584894,"[-0.09294695376686911, 2.20089631038741, -1.454592798188532]"
UGC06983,NUISANCE_SENSITIVE_ZONE,POLY3_NULL,3,40,4,0.04460292163740159,-263.95341474602094,-262.8105576031638,-257.1978969295652,"[-0.22281350674728165, 3.4702432442672944, -4.374541572645822, 1.8539357298141543]"
UGC06983,NUISANCE_SENSITIVE_ZONE,POLY4_NULL,4,40,5,0.04454543304603171,-262.0050038971997,-260.24029801484676,-253.56060662663,"[-0.22981946928423475, 3.573380489759348, -4.783631838032597, 2.4460582389552954, -0.2819630995910156]"
UGC06983,NUISANCE_SENSITIVE_ZONE,POLY5_NULL,5,40,6,0.04014839808826258,-264.1620876669814,-261.61663312152683,-254.02881094229778,"[-0.3198116297117754, 5.360377865562916, -15.27568035970985, 27.76194615016147, -26.930919959883497, 10.15198356582571]"
UGC06983,NUISANCE_SENSITIVE_ZONE,POLY6_NULL,6,40,7,0.03573422152858434,-266.82103668904034,-263.32103668904034,-254.9988805102428,"[-0.18563634980080712, 2.0060177974434206, 11.367364739349085, -65.62567693632406, 133.54883551282094, -122.4302550225796, 42.08959955187494]"
UGC07089,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY1_NULL,1,40,2,0.09274030856157905,-238.67326107880365,-238.34893675447933,-235.2955021705758,"[-0.13073351507639414, 0.6415177653736136]"
UGC07089,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY2_NULL,2,40,3,0.028163689081629004,-284.3440482426935,-283.6773815760268,-279.2774098803517,"[-0.018948949221911877, 0.044377594512666874, 0.5687049246294731]"
UGC07089,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY3_NULL,3,40,4,0.016378369304260735,-304.02692854805684,-302.8840714051997,-297.2714107316011,"[0.05013444016341612, -0.6308600743544058, 2.1219913832410944, -0.9862136245153158]"
UGC07089,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY4_NULL,4,40,5,0.015195291197462284,-305.0259657151682,-303.26125983281526,-296.5815684445985,"[0.08191662037365516, -1.098736758725342, 3.9778078350421633, -3.672346214121094, 1.27911075695513]"
UGC07089,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY5_NULL,5,40,6,0.008379616111001022,-326.83330519177895,-324.2878506463244,-316.7000284670953,"[-0.030124942493456538, 1.1261012479771055, -9.084946836713854, 27.84630644922888, -31.89923234782508, 12.639368801821036]"
UGC07089,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY6_NULL,6,40,7,0.00745759983954186,-329.4960443190316,-325.9960443190316,-317.67388814023406,"[-0.09144703310882132, 2.659143490857061, -21.261610279619234, 70.52722568459092, -105.24325006522652, 73.23339218749821, -19.236197900215206]"
UGC07125,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY1_NULL,1,40,2,0.1946213866403425,-209.0231467546861,-208.6988224303618,-205.64538784645825,"[0.02600998875024857, 0.5670159975154412]"
UGC07125,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY2_NULL,2,40,3,0.042987158997477695,-267.42933159865424,-266.76266493198756,-262.36269323631245,"[-0.1452842723634272, 1.48205005044609, -0.8714610027910943]"
UGC07125,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY3_NULL,3,40,4,0.03716483514722144,-271.2508684251333,-270.10801128227615,-264.4953506086776,"[-0.1938411922680838, 1.9566570680738173, -1.9632257067361327, 0.6931839390127248]"
UGC07125,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY4_NULL,4,40,5,0.008402875249180326,-328.72243176984455,-326.9577258874916,-320.2780344992749,"[-0.037134979361678255, -0.3502703620134236, 7.187120999732552, -12.55114551532719, 6.306823549685675]"
UGC07125,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY5_NULL,5,40,6,0.008389453874456094,-326.7863722868905,-324.24091774143596,-316.6530955622069,"[-0.03216306980575987, -0.4489988433272236, 7.766788340290368, -13.949804069853444, 7.779131833423583, -0.5608793461858752]"
UGC07125,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY6_NULL,6,40,7,0.007493846006089529,-329.302103275851,-325.802103275851,-317.4799470970534,"[-0.09260058631564312, 1.0619291914909983, -4.234226147001165, 28.115440853453844, -64.50689490204755, 59.15907233881148, -18.958714820634217]"
UGC07151,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.10466690862800873,-233.83406896504135,-233.50974464071703,-230.4563100568135,"[0.036689812006882504, 0.5117315177825938]"
UGC07151,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.03303323991884832,-277.96481633271037,-277.2981496660437,-272.8981779703686,"[-0.08104442896943301, 1.1406541622941833, -0.5989739471538952]"
UGC07151,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.024504916950560826,-287.9104377528673,-286.76758061001016,-281.1549199364116,"[-0.13981159809003837, 1.7150586122782534, -1.920308189989442, 0.8389423764035234]"
UGC07151,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.024436790212277796,-286.02179763176736,-284.2570917494144,-277.57740036119765,"[-0.13218491368809254, 1.6027835012845566, -1.4749729017178246, 0.19435835519444455, 0.30694477200432596]"
UGC07151,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.0197424448673183,-292.55455413196154,-290.009099586507,-282.4212774072779,"[-0.039200054724540925, -0.2436406557521041, 9.36598977094095, -25.96341200810217, 27.842115429177476, -10.48958882178025]"
UGC07151,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.006879638120984287,-332.722747249133,-329.222747249133,-320.90059107033545,"[0.1898421588311653, -5.969658559904785, 54.84666273396131, -185.37957215791525, 301.78705110386903, -236.81242134806143, 71.84851826231214]"
UGC07323,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY1_NULL,1,40,2,0.06337658527012899,-253.90161029493004,-253.57728597060571,-250.52385138670218,"[-0.10290352458538497, 0.48000348593919057]"
UGC07323,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY2_NULL,2,40,3,0.029895550213971167,-281.9570034419911,-281.2903367753244,-276.8903650796493,"[-0.022413209206195852, 0.050033567366096376, 0.40949516054580415]"
UGC07323,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY3_NULL,3,40,4,0.009130805969153806,-327.39923061478527,-326.2563734719281,-320.64371279832955,"[0.06928613812021256, -0.8462579156697159, 2.47128390213706, -1.3090722168833384]"
UGC07323,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY4_NULL,4,40,5,0.009123446412185859,-325.4314841728624,-323.66677829050946,-316.98708690229273,"[0.06677943551323272, -0.8093558624845741, 2.3249132029894737, -1.0972133852827497, -0.10088515790504382]"
UGC07323,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY5_NULL,5,40,6,0.00346229670799078,-362.188103031996,-359.6426484865414,-352.05482630731234,"[-0.03533262469004047, 1.2183094669644987, -9.58017592045469, 27.628149559746042, -30.338851157883443, 11.519225142848915]"
UGC07323,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY6_NULL,6,40,7,0.002806578725423732,-368.5867410794102,-365.0867410794102,-356.76458490061265,"[0.01638114618132349, -0.07452635270286913, 0.6885735129914955, -8.365262533157141, 31.513177841163635, -39.58055651978835, 16.22215290877382]"
UGC07399,NUISANCE_SENSITIVE_ZONE,POLY1_NULL,1,40,2,0.1753688712485338,-213.18972567342303,-212.8654013490987,-209.81196676519517,"[0.18416249373342505, 0.7847499627894938]"
UGC07399,NUISANCE_SENSITIVE_ZONE,POLY2_NULL,2,40,3,0.04626843289588116,-264.48699197748414,-263.82032531081745,-259.42035361514235,"[0.026107562666249955, 1.629061051904697, -0.8041057991573364]"
UGC07399,NUISANCE_SENSITIVE_ZONE,POLY3_NULL,3,40,4,0.01576460742738194,-305.55469367755785,-304.4118365347007,-298.7991758611021,"[-0.08503492291769682, 2.715394446162496, -3.3030584326343337, 1.5866365926838093]"
UGC07399,NUISANCE_SENSITIVE_ZONE,POLY4_NULL,4,40,5,0.01519072804785318,-305.0379795287752,-303.2732736464223,-296.5935822582055,"[-0.06289952736749682, 2.389531481168958, -2.0105344157969167, -0.28417928520418057, 0.8908647037561906]"
UGC07399,NUISANCE_SENSITIVE_ZONE,POLY5_NULL,5,40,6,0.007067575898264454,-333.6446873405634,-331.09923279510883,-323.51141061587975,"[0.05941752666303524, -0.03934958502764807, 12.250224074941466, -34.693452434715056, 37.1120408667868, -13.798543300202137]"
UGC07399,NUISANCE_SENSITIVE_ZONE,POLY6_NULL,6,40,7,0.001678908585683389,-389.13963208698954,-385.63963208698954,-377.31747590819197,"[0.20766535690972648, -3.745521111517287, 41.68764078628089, -137.87574133064496, 214.4232084911947, -160.2862511180679, 46.504034227894316]"
UGC07524,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.22910522319056517,-202.4981338063947,-202.17380948207037,-199.12037489816683,"[0.09713670283764227, 0.6603261325292362]"
UGC07524,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.024811316604197612,-289.41339477278535,-288.74672810611867,-284.34675641044356,"[-0.10168871228525046, 1.722428413380221, -1.0115259817628428]"
UGC07524,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.02397802474699543,-288.7798783096108,-287.63702116675364,-282.0243604931551,"[-0.08331903527021792, 1.5428787706102904, -0.5984980337945122, -0.2622399669640185]"
UGC07524,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.01649115200008699,-301.7524295375158,-299.9877236551629,-293.30803226694616,"[-0.003367427268094675, 0.36588295047748354, 4.0700145885866545, -7.01950515221104, 3.217745326308107]"
UGC07524,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.013754247510804618,-307.01148187238505,-304.4660273269305,-296.8782051477014,"[0.06763195003088472, -1.0439698668589703, 12.347723536684985, -26.99249245385055, 24.24245829862911, -8.009414465646103]"
UGC07524,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.009662428680975388,-319.13558800885505,-315.63558800885505,-307.3134318300575,"[-0.06155119638991447, 2.1855876799223277, -13.304038832743224, 62.9205451420237, -130.2664777927331, 119.63996142332674, -40.523611393325005]"
UGC07577,PATHOLOGY_ARCHIVE_ZONE,POLY1_NULL,1,40,2,0.7470548477323384,-155.21984506611435,-154.89552074179002,-151.84208615788648,"[-0.12119853340887095, 0.10475164191443359]"
UGC07577,PATHOLOGY_ARCHIVE_ZONE,POLY2_NULL,2,40,3,0.11105350412745137,-229.46490515005726,-228.7982384833906,-224.39826678771544,"[0.22961247079951078, -1.769240007930968, 1.7847539522337161]"
UGC07577,PATHOLOGY_ARCHIVE_ZONE,POLY3_NULL,3,40,4,0.009222384261216016,-327.00004529187004,-325.85718814901287,-320.2445274754143,"[0.02654366664520996, 0.2156033409087718, -2.7810906953122037, 2.898948982568838]"
UGC07577,PATHOLOGY_ARCHIVE_ZONE,POLY4_NULL,4,40,5,0.00915453176450986,-325.2954280642764,-323.53072218192347,-316.85103079370674,"[0.018932348185656842, 0.3276522444449623, -3.225528739640728, 3.5422343213602363, -0.3063263518054254]"
UGC07577,PATHOLOGY_ARCHIVE_ZONE,POLY5_NULL,5,40,6,0.005980357377288504,-340.3261761932335,-337.78072164777893,-330.19289946854985,"[-0.057528675860994964, 1.8459583799292298, -12.14000273941244, 25.05164919866634, -22.948371188073367, 8.625540890006837]"
UGC07577,PATHOLOGY_ARCHIVE_ZONE,POLY6_NULL,6,40,7,0.005226767373825422,-343.7136695630502,-340.2136695630502,-331.8915133842526,"[-0.002089696755039648, 0.4599929632464096, -1.1315426002127897, -13.534553032342474, 43.35917679307583, -46.15522021443119, 17.390717810932802]"
UGC07603,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.252848539910915,-198.55376320453956,-198.22943888021524,-195.1760042963117,"[0.003025332708092889, 0.9566912249061621]"
UGC07603,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.05157129232831775,-260.14678262620674,-259.48011595954006,-255.08014426386492,"[-0.1943266680865814, 2.010922697502216, -1.0040299739010041]"
UGC07603,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.05153191761245214,-258.17733431731506,-257.0344771744579,-251.4218165008593,"[-0.1903335544661381, 1.9718930442587954, -0.9142479095072513, -0.05700448532936542]"
UGC07603,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.013595361491522736,-309.476242613215,-307.71153673086206,-301.0318453426453,"[-0.010361146020846613, -0.6775442562857577, 9.594652180217857, -15.267721571346259, 7.2431986123889995]"
UGC07603,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.0045001204808817145,-351.70122252595735,-349.1557679805028,-341.5679458012737,"[0.11906792220118187, -3.2476504096066545, 24.6845895419772, -51.67769070636821, 45.57042221864771, -14.60084708809856]"
UGC07603,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.0038005388601666077,-356.45967484440615,-352.95967484440615,-344.6375186656086,"[0.06565247662811091, -1.91227300051877, 14.077940341511562, -14.499892370597598, -18.316887349266185, 38.18040556868989, -16.755953224377347]"
UGC07608,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY1_NULL,1,40,2,0.03631770277115577,-276.173177242247,-275.84885291792267,-272.79541833401913,"[-0.045785054892598626, 1.0110134442808207]"
UGC07608,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY2_NULL,2,40,3,0.016395705711802322,-305.9846111758045,-305.3179445091378,-300.9179728134627,"[-0.10787347758570348, 1.3426825888719538, -0.31587537580107905]"
UGC07608,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY3_NULL,3,40,4,0.015593001654237942,-305.99250125619335,-304.8496441133362,-299.2369834397376,"[-0.08984410222651064, 1.16645913636057, 0.08950115322903385, -0.2573819231937222]"
UGC07608,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY4_NULL,4,40,5,0.013044407442170837,-311.13100958692706,-309.36630370457414,-302.68661231635735,"[-0.04319671502060869, 0.479746496884887, 2.813322742484274, -4.199876307306776, 1.8773782781490742]"
UGC07608,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY5_NULL,5,40,6,0.003150719312952347,-365.96015812035904,-363.4147035749045,-355.8268813956754,"[0.09179397799824215, -2.2007982643092943, 18.551681443951413, -42.174398057708004, 41.85153977965911, -15.228252000575255]"
UGC07608,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY6_NULL,6,40,7,0.0018025667163482516,-386.29692521493706,-382.79692521493706,-374.4747690361395,"[0.16594500767569487, -4.054561886975003, 33.275773908290105, -93.78441456437238, 130.53955383545724, -88.49889853690874, 23.260522709947406]"
UGC08286,NUISANCE_SENSITIVE_ZONE,POLY1_NULL,1,40,2,0.25981196417220614,-197.46706313795022,-197.1427388136259,-194.08930422972236,"[0.24096981879315682, 0.6636324871573329]"
UGC08286,NUISANCE_SENSITIVE_ZONE,POLY2_NULL,2,40,3,0.0943714398653125,-235.97584998079526,-235.3091833141286,-230.90921161845344,"[0.062047243647936776, 1.6194161078781097, -0.9102701149721683]"
UGC08286,NUISANCE_SENSITIVE_ZONE,POLY3_NULL,3,40,4,0.047247562969672335,-261.64934631391645,-260.5064891710593,-254.8938284974607,"[-0.07609403061995602, 2.969642158466031, -4.016269583221236, 1.9720631544438547]"
UGC08286,NUISANCE_SENSITIVE_ZONE,POLY4_NULL,4,40,5,0.0159555351326303,-303.0731573522936,-301.3084514699407,-294.62876008172395,"[-0.23954738251174404, 5.375896601256225, -13.560593400411355, 15.786640143576593, -6.5783699948251115]"
UGC08286,NUISANCE_SENSITIVE_ZONE,POLY5_NULL,5,40,6,0.013827416687801932,-306.7992558134709,-304.25380126801633,-296.66597908878725,"[-0.30215434256938617, 6.61909904020788, -20.8598432417172, 33.39873852804422, -25.11787576736996, 7.062668865731379]"
UGC08286,NUISANCE_SENSITIVE_ZONE,POLY6_NULL,6,40,7,0.007886143306145838,-327.26110102333405,-323.76110102333405,-315.4389448445365,"[-0.14649061424670473, 2.7275312738750532, 10.05014059987298, -74.94510542355209, 161.0630442483703, -146.75288927383843, 48.830335917324106]"
