comparator,aic,rss,galaxy,zone,rotmod_points,Rlast_kpc,delta_aic_vs_best,params_json,comparator_family
OVERFLEX_POLY5_NULL,-15.651562524856377,0.07310709558193212,F563-1,NUISANCE_SENSITIVE_ZONE,17,20.1,4.919931769243934,"{""coef"": [-0.2892143169431709, 5.905611668268646, -10.968625336180756, -0.07359244332889503, 18.339438300923945, -12.181771852534316], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,-31.88168904151992,0.0037335333507614366,F563-V2,NUISANCE_SENSITIVE_ZONE,10,10.47,1.7158855252705365,"{""amplitude"": 0.7939904846871795, ""scale"": 0.2}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,-33.597574566790456,0.003929870989549871,F563-V2,NUISANCE_SENSITIVE_ZONE,10,10.47,0.0,"{""amplitude"": 0.7917069528204832, ""n"": 3.0, ""scale"": 0.2}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,-1.914459674426645,0.14758057176042072,F563-V2,NUISANCE_SENSITIVE_ZONE,10,10.47,31.68311489236381,"{""amplitude"": 0.9457614832813436, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,-16.792833870359743,0.01812831690616869,F563-V2,NUISANCE_SENSITIVE_ZONE,10,10.47,16.804740696430713,"{""amplitude"": 0.7755532919329642, ""scale"": 0.25}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-13.29054771405027,0.05474082537034732,F563-V2,NUISANCE_SENSITIVE_ZONE,10,10.47,20.307026852740186,"{""amplitude"": 0.8745858834739039, ""scale"": 0.15}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-26.101658875631053,0.0066092318500167125,F563-V2,NUISANCE_SENSITIVE_ZONE,10,10.47,7.495915691159404,"{""amplitude"": 0.7712171948100844, ""extra"": 1.0, ""scale"": 0.075}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,-16.542185535049768,0.01895524605916077,F563-V2,NUISANCE_SENSITIVE_ZONE,10,10.47,17.055389031740688,"{""gas_coef"": 2.9137227842466196, ""stellar_coef"": 4.217697869130399}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,0.7163319777809831,0.45622940844438753,F563-V2,NUISANCE_SENSITIVE_ZONE,10,10.47,34.31390654457144,"{""intercept"": -0.0038872454007660455, ""slope"": 1.1617980380078516}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-31.829849430975642,0.0072349562975062235,F563-V2,NUISANCE_SENSITIVE_ZONE,10,10.47,1.767725135814814,"{""coef"": [0.031237391472157375, -1.679162452901847, 31.625014765263728, -91.27836553186881, 100.72725548920405, -38.68105494623061], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,-28.189934272365477,0.010923864127025357,F568-1,MIXED_THREE_WAY_COMPETITIVE_ZONE,12,13.23,29.583346198470252,"{""amplitude"": 0.6836936373606216, ""scale"": 0.25}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,-40.762891346315584,0.008291828971212632,F568-1,MIXED_THREE_WAY_COMPETITIVE_ZONE,12,13.23,17.010389124520145,"{""amplitude"": 0.6898671517173942, ""n"": 2.5, ""scale"": 0.25}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,-5.882863105028266,0.05562054640185783,F568-1,MIXED_THREE_WAY_COMPETITIVE_ZONE,12,13.23,51.890417365807465,"{""amplitude"": 0.8239227677912513, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,-25.690879971995678,0.015726697290832925,F568-1,MIXED_THREE_WAY_COMPETITIVE_ZONE,12,13.23,32.08240049884005,"{""amplitude"": 0.6899380882338397, ""scale"": 0.3}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-20.625831319269388,0.026160008151233188,F568-1,MIXED_THREE_WAY_COMPETITIVE_ZONE,12,13.23,37.14744915156634,"{""amplitude"": 0.7919110108814046, ""scale"": 0.2}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-26.179531426788536,0.014632023883789525,F568-1,MIXED_THREE_WAY_COMPETITIVE_ZONE,12,13.23,31.593749044047193,"{""amplitude"": 0.699350284262487, ""extra"": 1.0, ""scale"": 0.1}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,-0.4831657298759833,0.12649942585481738,F568-1,MIXED_THREE_WAY_COMPETITIVE_ZONE,12,13.23,57.290114740959744,"{""gas_coef"": 3.5258077820632203, ""stellar_coef"": 3.729045031299865}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,-2.7512904252801436,0.165331551678827,F568-1,MIXED_THREE_WAY_COMPETITIVE_ZONE,12,13.23,55.02199004555558,"{""intercept"": -0.004012962795800056, ""slope"": 1.015180866255262}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-57.77328047083573,0.00039015831766533825,F568-1,MIXED_THREE_WAY_COMPETITIVE_ZONE,12,13.23,0.0,"{""coef"": [0.0343565943675364, -1.5857059882555038, 23.956666871218086, -65.53778973137307, 70.61071230324193, -26.714533479714465], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,-21.59763860901527,0.09044183108481271,F568-3,RESPONSE_FAMILY_DOMINANT_ZONE,18,17.98,31.41521992972914,"{""amplitude"": 0.5354619421348361, ""scale"": 0.25}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,-20.940857667435743,0.0860467907894739,F568-3,RESPONSE_FAMILY_DOMINANT_ZONE,18,17.98,32.07200087130867,"{""amplitude"": 0.5358944972726291, ""n"": 3.0, ""scale"": 0.25}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,-2.178886544652971,0.06550659575291934,F568-3,RESPONSE_FAMILY_DOMINANT_ZONE,18,17.98,50.83397199409144,"{""amplitude"": 0.6379972427023479, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,-14.514664939619227,0.0856855166672299,F568-3,RESPONSE_FAMILY_DOMINANT_ZONE,18,17.98,38.49819359912519,"{""amplitude"": 0.53636141118827, ""scale"": 0.3}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-15.495478922395915,0.054244199879231965,F568-3,RESPONSE_FAMILY_DOMINANT_ZONE,18,17.98,37.51737961634849,"{""amplitude"": 0.6331668680958837, ""scale"": 0.2}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-17.656003123813736,0.15370434363990354,F568-3,RESPONSE_FAMILY_DOMINANT_ZONE,18,17.98,35.35685541493068,"{""amplitude"": 0.4411884853536632, ""extra"": 1.4, ""scale"": 0.1}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,-6.523161815856117,0.08384150642128371,F568-3,RESPONSE_FAMILY_DOMINANT_ZONE,18,17.98,46.4896967228883,"{""gas_coef"": 2.729365117118056, ""stellar_coef"": 1.6442397471456756}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,-1.2166327694388857,0.111998847284619,F568-3,RESPONSE_FAMILY_DOMINANT_ZONE,18,17.98,51.79622576930552,"{""intercept"": -0.014497585081415803, ""slope"": 0.8583994605255901}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-53.01285853874441,0.0059794315254509504,F568-3,RESPONSE_FAMILY_DOMINANT_ZONE,18,17.98,0.0,"{""coef"": [0.04894218005373059, -2.3505783317980407, 28.40489248264624, -81.33997597669824, 91.83802257327712, -35.88030279161047], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,-36.531763882139245,0.024543220788031447,F568-V1,MIXED_THREE_WAY_COMPETITIVE_ZONE,15,17.63,12.257037053827005,"{""amplitude"": 0.7576315851870103, ""scale"": 0.15}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,-40.112387358270944,0.02084025583773608,F568-V1,MIXED_THREE_WAY_COMPETITIVE_ZONE,15,17.63,8.676413577695307,"{""amplitude"": 0.7878722102130358, ""n"": 2.5, ""scale"": 0.15}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,-19.22396421312196,0.0766003789674335,F568-V1,MIXED_THREE_WAY_COMPETITIVE_ZONE,15,17.63,29.56483672284429,"{""amplitude"": 0.8680282064042205, ""scale"": 0.5}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,-32.01281100221347,0.06349123317629012,F568-V1,MIXED_THREE_WAY_COMPETITIVE_ZONE,15,17.63,16.775989933752783,"{""amplitude"": 0.8400431391520621, ""scale"": 0.2}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-28.04226744204737,0.045058611444241226,F568-V1,MIXED_THREE_WAY_COMPETITIVE_ZONE,15,17.63,20.746533493918882,"{""amplitude"": 0.8557919813632406, ""scale"": 0.075}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-34.7325452961528,0.02448276931492117,F568-V1,MIXED_THREE_WAY_COMPETITIVE_ZONE,15,17.63,14.05625563981345,"{""amplitude"": 0.721614102672902, ""extra"": 1.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,-19.55896262671035,0.0987427814510763,F568-V1,MIXED_THREE_WAY_COMPETITIVE_ZONE,15,17.63,29.2298383092559,"{""gas_coef"": 3.8862140091156565, ""stellar_coef"": 4.258391846415153}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,9.490669680775959,0.5512890649748224,F568-V1,MIXED_THREE_WAY_COMPETITIVE_ZONE,15,17.63,58.27947061674221,"{""intercept"": 0.18725745373564304, ""slope"": 1.1776194370068267}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-48.78880093596625,0.005259668515355087,F568-V1,MIXED_THREE_WAY_COMPETITIVE_ZONE,15,17.63,0.0,"{""coef"": [-0.03780703770827399, 1.902149068340262, 13.136635514237303, -57.36630156719715, 75.15968997752734, -31.96614050085393], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,39.065467800398174,0.5359736859437148,F571-8,RESPONSE_FAMILY_DOMINANT_ZONE,13,15.55,55.918911697518666,"{""amplitude"": 0.8673241491956063, ""scale"": 0.5}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,40.174415997490065,0.4929424257315347,F571-8,RESPONSE_FAMILY_DOMINANT_ZONE,13,15.55,57.02785989461056,"{""amplitude"": 0.7286473262642859, ""n"": 6.0, ""scale"": 0.4}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,47.89302767554152,1.1187772264933062,F571-8,RESPONSE_FAMILY_DOMINANT_ZONE,13,15.55,64.74647157266202,"{""amplitude"": 0.6168702422590335, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,41.59118046542231,0.6669880329282444,F571-8,RESPONSE_FAMILY_DOMINANT_ZONE,13,15.55,58.444624362542804,"{""amplitude"": 0.9713802143588633, ""scale"": 1.0}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,41.42457158727832,0.658305055782969,F571-8,RESPONSE_FAMILY_DOMINANT_ZONE,13,15.55,58.278015484398814,"{""amplitude"": 0.978144483824527, ""scale"": 0.65}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,40.830017579796035,0.5236027757405545,F571-8,RESPONSE_FAMILY_DOMINANT_ZONE,13,15.55,57.68346147691653,"{""amplitude"": 0.9027307747540283, ""extra"": 1.4, ""scale"": 0.25}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,-10.435685811833693,0.017781429515060756,F571-8,RESPONSE_FAMILY_DOMINANT_ZONE,13,15.55,6.417758085286799,"{""gas_coef"": 142.9447766915147, ""stellar_coef"": -0.9477129923824452}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,32.012128355394566,0.34064699011673,F571-8,RESPONSE_FAMILY_DOMINANT_ZONE,13,15.55,48.86557225251506,"{""intercept"": -0.3546355844936203, ""slope"": 1.459829073762201}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-16.853443897120492,0.00421472620467165,F571-8,RESPONSE_FAMILY_DOMINANT_ZONE,13,15.55,0.0,"{""coef"": [0.07237409826023089, -10.119007632836185, 66.42948682326725, -147.9002014756093, 144.31638737629427, -51.953513027727084], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,-34.837241759763664,0.00467982340772214,F574-1,RESPONSE_FAMILY_DOMINANT_ZONE,14,12.6,4.249510002655477,"{""amplitude"": 0.6553587250137911, ""scale"": 0.25}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,-39.08675176241914,0.003413372256083612,F574-1,RESPONSE_FAMILY_DOMINANT_ZONE,14,12.6,0.0,"{""amplitude"": 0.6590069180066317, ""n"": 3.0, ""scale"": 0.25}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,-0.10655609470237337,0.04785181481066862,F574-1,RESPONSE_FAMILY_DOMINANT_ZONE,14,12.6,38.98019566771677,"{""amplitude"": 0.7330332311880862, ""scale"": 1.25}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,-24.517631167983275,0.008237999520166623,F574-1,RESPONSE_FAMILY_DOMINANT_ZONE,14,12.6,14.569120594435866,"{""amplitude"": 0.6692286429030552, ""scale"": 0.3}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-13.91403726686886,0.01702820524807326,F574-1,RESPONSE_FAMILY_DOMINANT_ZONE,14,12.6,25.17271449555028,"{""amplitude"": 0.7014657135753043, ""scale"": 0.15}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-27.2207933378143,0.008070318758339717,F574-1,RESPONSE_FAMILY_DOMINANT_ZONE,14,12.6,11.865958424604841,"{""amplitude"": 0.6707032605785325, ""extra"": 1.0, ""scale"": 0.1}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,10.313605881196168,0.0937821704216679,F574-1,RESPONSE_FAMILY_DOMINANT_ZONE,14,12.6,49.40035764361531,"{""gas_coef"": 2.8439089961997133, ""stellar_coef"": 1.9219192518460118}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,12.633087223570172,0.1682757191855379,F574-1,RESPONSE_FAMILY_DOMINANT_ZONE,14,12.6,51.71983898598931,"{""intercept"": 0.05748333914654787, ""slope"": 0.7912201425937312}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-26.725944744576623,0.005483879088739388,F574-1,RESPONSE_FAMILY_DOMINANT_ZONE,14,12.6,12.360807017842518,"{""coef"": [0.014138074612000938, -0.9798558199677336, 18.271579210339638, -48.893645161777734, 51.36543760145676, -19.141940863167424], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,-39.69639293527889,0.013977372062277078,F579-V1,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,14,15.16,20.23369745058556,"{""amplitude"": 0.5211776222639066, ""scale"": 0.05}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,-41.192713971049336,0.012671182117498295,F579-V1,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,14,15.16,18.73737641481511,"{""amplitude"": 0.5226195889125845, ""n"": 3.0, ""scale"": 0.05}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,-20.35712849215299,0.04218637898871711,F579-V1,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,14,15.16,39.57296189371145,"{""amplitude"": 0.5671118467672245, ""scale"": 0.25}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,-20.86190599090238,0.06500656561268037,F579-V1,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,14,15.16,39.06818439496207,"{""amplitude"": 0.5903866075920978, ""scale"": 0.1}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-18.241124641026005,0.06148057383579267,F579-V1,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,14,15.16,41.68896574483844,"{""amplitude"": 0.6241540705734901, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-10.103123509016022,0.047146697536813886,F579-V1,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,14,15.16,49.826966876848424,"{""amplitude"": 0.5542581698669027, ""extra"": 1.4, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,-1.9166975324575333,0.2424960129810076,F579-V1,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,14,15.16,58.01339285340691,"{""gas_coef"": -2.545129537402048, ""stellar_coef"": 1.823395024354095}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,6.4651945981760175,0.28779448421256026,F579-V1,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,14,15.16,66.39528498404046,"{""intercept"": 0.1713313677388626, ""slope"": 0.6058522150210707}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-59.930090385864446,0.0025107538708010737,F579-V1,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,14,15.16,0.0,"{""coef"": [-0.12591710487086288, 8.494376224380325, -39.135472816555755, 80.16262823619272, -74.83488119814174, 26.04634104243748], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,-41.06794883183497,0.04007163058346575,F583-1,RESPONSE_FAMILY_DOMINANT_ZONE,25,16.26,21.397302886503454,"{""amplitude"": 0.6641126943909048, ""scale"": 0.2}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,-62.46525171833842,0.011629976275302642,F583-1,RESPONSE_FAMILY_DOMINANT_ZONE,25,16.26,0.0,"{""amplitude"": 0.793342122735833, ""n"": 2.25, ""scale"": 0.25}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,2.120310034506177,0.16112026745055777,F583-1,RESPONSE_FAMILY_DOMINANT_ZONE,25,16.26,64.5855617528446,"{""amplitude"": 0.9199534874338531, ""scale"": 1.6}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,-50.26041754476898,0.02174304988567171,F583-1,RESPONSE_FAMILY_DOMINANT_ZONE,25,16.26,12.204834173569445,"{""amplitude"": 0.8198203702858807, ""scale"": 0.3}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-34.3022746286395,0.03987883235689706,F583-1,RESPONSE_FAMILY_DOMINANT_ZONE,25,16.26,28.16297708969892,"{""amplitude"": 0.8327791460611413, ""scale"": 0.15}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-48.96526317377424,0.0308461253238614,F583-1,RESPONSE_FAMILY_DOMINANT_ZONE,25,16.26,13.499988544564182,"{""amplitude"": 0.668498241362258, ""extra"": 1.0, ""scale"": 0.075}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,9.381651539123249,0.17649497192377225,F583-1,RESPONSE_FAMILY_DOMINANT_ZONE,25,16.26,71.84690325746168,"{""gas_coef"": 3.2612792921705256, ""stellar_coef"": 4.387114079870579}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,17.107816692377575,0.5906505400277937,F583-1,RESPONSE_FAMILY_DOMINANT_ZONE,25,16.26,79.57306841071599,"{""intercept"": 0.009783358166716608, ""slope"": 1.2246657428063021}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-57.04107298162138,0.010973063941530648,F583-1,RESPONSE_FAMILY_DOMINANT_ZONE,25,16.26,5.424178736717039,"{""coef"": [0.005822227014742213, -0.5871903402394792, 19.49245116303781, -56.767236478159575, 63.710316118334504, -25.170332385239433], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,-3.250932222899385,0.05479248829323412,F583-4,PATHOLOGY_ARCHIVE_ZONE,12,7.29,21.537721613421958,"{""amplitude"": 0.5507296154742798, ""scale"": 0.5}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,-16.989443143280752,0.02372555270333323,F583-4,PATHOLOGY_ARCHIVE_ZONE,12,7.29,7.799210693040589,"{""amplitude"": 0.5648884950633507, ""n"": 1.0, ""scale"": 2.0}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,-15.343241143609166,0.032915850230857205,F583-4,PATHOLOGY_ARCHIVE_ZONE,12,7.29,9.445412692712175,"{""amplitude"": 0.5437758162440067, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,-11.837395736332883,0.02712138881461819,F583-4,PATHOLOGY_ARCHIVE_ZONE,12,7.29,12.951258099988458,"{""amplitude"": 0.5819275071828354, ""scale"": 0.65}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-13.12479520567425,0.0383368555356062,F583-4,PATHOLOGY_ARCHIVE_ZONE,12,7.29,11.663858630647091,"{""amplitude"": 0.5388062503881911, ""scale"": 0.25}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-21.765590567074174,0.01253508931747226,F583-4,PATHOLOGY_ARCHIVE_ZONE,12,7.29,3.0230632692471673,"{""amplitude"": 0.6090948627386171, ""extra"": 0.4, ""scale"": 1.0}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,-24.52473681004361,0.011463876172994965,F583-4,PATHOLOGY_ARCHIVE_ZONE,12,7.29,0.2639170262777313,"{""gas_coef"": 8.923784034048618, ""stellar_coef"": 0.7152093711369878}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,-24.78865383632134,0.010815247146980986,F583-4,PATHOLOGY_ARCHIVE_ZONE,12,7.29,0.0,"{""intercept"": 0.0034189365076294827, ""slope"": 0.6139311053558372}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-20.100288380419613,0.00652488828661776,F583-4,PATHOLOGY_ARCHIVE_ZONE,12,7.29,4.688365455901728,"{""coef"": [-0.021396972018914412, 1.2070728993934994, -3.327065776959191, 7.892392051579562, -8.64535035165467, 3.559856774740059], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,-15.005732725460934,0.11309610220515734,IC2574,RESPONSE_FAMILY_DOMINANT_ZONE,34,10.23,39.69372206022042,"{""amplitude"": 0.7358989587463587, ""scale"": 0.8}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,-41.19185494604403,0.06659664729621695,IC2574,RESPONSE_FAMILY_DOMINANT_ZONE,34,10.23,13.507599839637322,"{""amplitude"": 0.7565573847104534, ""n"": 2.0, ""scale"": 2.0}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,36.463802961297944,0.5012795150299633,IC2574,RESPONSE_FAMILY_DOMINANT_ZONE,34,10.23,91.1632577469793,"{""amplitude"": 0.44674444917267087, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,-42.65811405103399,0.05963673540214698,IC2574,RESPONSE_FAMILY_DOMINANT_ZONE,34,10.23,12.041340734647363,"{""amplitude"": 0.7291725760930643, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-43.16411349367407,0.06848911189098766,IC2574,RESPONSE_FAMILY_DOMINANT_ZONE,34,10.23,11.535341292007281,"{""amplitude"": 0.7633335235554415, ""scale"": 1.6}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-38.72591488804571,0.07051352947252185,IC2574,RESPONSE_FAMILY_DOMINANT_ZONE,34,10.23,15.973539897635646,"{""amplitude"": 0.7614753249994967, ""extra"": 0.8, ""scale"": 0.65}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,-38.80722744986412,0.0921109502300689,IC2574,RESPONSE_FAMILY_DOMINANT_ZONE,34,10.23,15.892227335817232,"{""gas_coef"": 4.555037593806401, ""stellar_coef"": 0.4073065047799855}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,-15.276475944848322,0.09710834427753623,IC2574,RESPONSE_FAMILY_DOMINANT_ZONE,34,10.23,39.42297884083303,"{""intercept"": -0.11219478678777102, ""slope"": 0.7472949728786119}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-54.699454785681354,0.0750637348590202,IC2574,RESPONSE_FAMILY_DOMINANT_ZONE,34,10.23,0.0,"{""coef"": [0.02754376454047464, -1.1134830104892217, 11.007925758530686, -31.10818124346583, 38.44594092327487, -16.62638162904319], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,60.761353794779055,0.4820143229642882,IC4202,RESPONSE_FAMILY_DOMINANT_ZONE,32,25.9,37.469937082742604,"{""amplitude"": 0.3491531379008484, ""scale"": 1.25}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,62.747034390953914,0.4815666130600108,IC4202,RESPONSE_FAMILY_DOMINANT_ZONE,32,25.9,39.45561767891746,"{""amplitude"": 0.35405615024758497, ""n"": 4.0, ""scale"": 1.0}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,69.65134352522992,0.6680795176700487,IC4202,RESPONSE_FAMILY_DOMINANT_ZONE,32,25.9,46.35992681319347,"{""amplitude"": 0.15535706833309687, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,62.63281202492471,0.5153350214824294,IC4202,RESPONSE_FAMILY_DOMINANT_ZONE,32,25.9,39.34139531288827,"{""amplitude"": 0.27919829497107657, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,62.003139693437724,0.5040231515300121,IC4202,RESPONSE_FAMILY_DOMINANT_ZONE,32,25.9,38.71172298140128,"{""amplitude"": 0.29773540228084994, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,62.78396864595145,0.4825671114332228,IC4202,RESPONSE_FAMILY_DOMINANT_ZONE,32,25.9,39.492551933914996,"{""amplitude"": 0.355294563144243, ""extra"": 1.0, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,60.306327780808644,0.47489873063560967,IC4202,RESPONSE_FAMILY_DOMINANT_ZONE,32,25.9,37.01491106877219,"{""gas_coef"": 5.4973478605148, ""stellar_coef"": -0.05465206411479093}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,42.6663459437681,0.2828057235271543,IC4202,RESPONSE_FAMILY_DOMINANT_ZONE,32,25.9,19.374929231731652,"{""intercept"": -0.20732889358656373, ""slope"": 0.5457528236382166}",NUISANCE_PROXY
