galaxy,stage8_class,n_points,best_n,best_aic_v2,best_A_kms2,best_rc_kpc,locked_n,locked_aic_v2,locked_A_kms2,locked_rc_kpc,delta_aic_locked_minus_best_continuum,locked_within_2_of_best,locked_within_10_of_best,grid_count_within_2_of_best,grid_count_within_10_of_best
UGC07603,ROBUST-DIAGNOSTIC-CANDIDATE,12,2.5,4.954938982760366,3660.0194122552457,1.304506350046113,3.258993,6.9105505623437296,3398.7575583072717,1.2056396856307545,1.9556115795833637,1,1,7,17
UGC07608,ROBUST-DIAGNOSTIC-CANDIDATE,8,2.25,4.360518880957356,4851.257408631543,2.4689474818066337,3.258993,5.109407815905687,3743.42228253375,1.852554820294732,0.7488889349483312,1,1,14,39
UGC08286,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,17,2.25,12.458732036805667,5912.798147727879,1.4763763619757428,3.258993,25.347747220707195,5548.278229965362,1.3565445040019304,12.889015183901527,0,0,3,6
UGC08490,WEAK-OR-REGIME-DEPENDENT-SIGNAL,30,1.5,7.768704690757376,5684.805286239164,1.0322889999583367,3.258993,22.097830831562607,5221.534136084496,0.9848897215811185,14.329126140805231,0,0,4,8
UGC08550,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,11,1.5,7.974544603011256,3101.133769215877,1.362407109843585,3.258993,20.38566726012869,2429.954057437202,0.8576514220486743,12.411122657117435,0,0,4,10
UGC08699,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,41,1.0,38.57503605792372,30112.18884363287,5.235785046116487,3.258993,110.44435022452917,19238.10112620296,2.3093058785750866,71.86931416660545,0,0,1,3
UGC08837,ROBUST-DIAGNOSTIC-CANDIDATE,8,2.75,5.418228613197587,3042.5556171672238,4.125199732320377,3.258993,5.755756060854588,2237.691228216898,3.323444419097063,0.33752744765700093,1,1,11,34
UGC09037,ROBUST-DIAGNOSTIC-CANDIDATE,22,4.25,98.68753909853766,14800.195002845303,12.413125271206336,3.258993,101.10166558457125,17345.68157796857,13.953521602160412,2.414126486033595,0,1,8,21
UGC09133,ROBUST-DIAGNOSTIC-CANDIDATE,68,3.5,279.5360611384721,40124.35445590716,7.453715779058175,3.258993,280.4423127700773,40166.226321977345,7.453715779058175,0.906251631605187,1,1,3,6
UGC11455,ROBUST-DIAGNOSTIC-CANDIDATE,36,2.5,120.37401005920846,43892.595669131515,11.136044125692203,3.258993,128.39474803682373,41795.308877813426,10.551952514564782,8.02073797761527,0,1,3,7
UGC11557,ROBUST-DIAGNOSTIC-CANDIDATE,12,12.0,28.625210795667062,1958.8317527807747,4.721702525760341,3.258993,29.621710169304475,3275.958843250404,7.246079528520526,0.9964993736374126,1,1,34,38
UGC11820,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,10,1.0,10.907578880569172,10561.640243171694,14.029510745236358,3.258993,62.84546054413069,5208.06245148418,5.126334246077359,51.93788166356151,0,0,2,3
UGC11914,CORE-PATHOLOGY-ARCHIVE,65,0.5,153.60143784916036,90590.99840141684,16.504806490054317,3.258993,284.56465496332135,31884.661071634437,0.8227692187208127,130.96321711416098,0,0,1,1
UGC12506,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,31,1.25,12.21141069483032,44934.01843412556,2.4015359821793454,3.258993,18.610022237968955,42199.13267882398,3.130301953485773,6.398611543138635,0,1,5,18
UGC12632,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,15,2.0,4.747849733878672,4323.76254615795,2.586126069777953,3.258993,7.827572755192388,3913.610319558969,2.381435991647528,3.0797230213137157,0,1,6,18
UGC12732,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,16,1.25,6.72452888352921,8496.744497301144,5.0448867584851795,3.258993,39.861333496301484,5925.952260014783,2.930491943180737,33.13680461277227,0,0,2,5
UGCA442,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,8,1.75,7.089142850267503,3736.7669873919076,3.09083399351212,3.258993,18.852849941067607,2885.742381577055,2.2218834017786655,11.763707090800104,0,0,3,9
UGCA444,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,36,1.25,6.08427803441351,3264.062597709704,4.614866000346165,3.258993,21.495235567431962,789.6882602631057,0.8547219043702203,15.410957533018452,0,0,2,7
