stage8_class,galaxy_count,median_s_c,median_lambda,q10_s_c,q90_s_c,q10_lambda,q90_lambda,predeclared_normal_band_fraction,pathology_moat_fraction,median_robust_manifold_distance,inside_manifold_q80_fraction,inside_manifold_q90_fraction,inside_manifold_q95_fraction,median_in_predeclared_normal_band,median_in_pathology_moat
BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,16,0.3165017656528239,0.6764423842987746,0.111474898724512,0.4681196251973417,0.48735171650886056,0.881988571739335,0.5,0.0,1.4394697211344996,0.75,0.875,0.875,True,False
CORE-PATHOLOGY-ARCHIVE,7,3.3213889274289667,23.11390532325857,0.8833720128254575,10.38903153385118,2.395806004069967,1794.9993484284228,0.14285714285714285,0.8571428571428571,19.64478313296346,0.14285714285714285,0.14285714285714285,0.14285714285714285,False,True
NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,18,0.2626052193897692,0.7735879166760831,0.1371716466390298,0.4951963865916452,0.5322758546835108,0.9089156774482026,0.6111111111111112,0.0,1.1728766874141947,0.7777777777777778,0.8888888888888888,0.9444444444444444,True,False
ROBUST-DIAGNOSTIC-CANDIDATE,77,0.2903660793291374,0.7669085764891291,0.11031930694723566,0.6807503646554873,0.6067520793363167,0.9388952283226747,0.4805194805194805,0.0,1.1421499194585039,0.7922077922077922,0.8961038961038961,0.948051948051948,True,False
WEAK-OR-REGIME-DEPENDENT-SIGNAL,25,0.4081938448612879,0.6707760531594743,0.1472729986957058,0.6129431380173184,0.42682264150854843,0.8510818945383566,0.52,0.0,1.3585978172416913,0.72,0.72,0.76,True,False
