galaxy,source_zone,injection_type,noise_level,background_mix,predicted_type,recovered,failure_boundary_score_proxy,rss_RESPONSE_FAMILY_LIKE,rss_HALO_LIKE,rss_RAR_LIKE,rss_NUISANCE_GRADIENT,rss_PATHOLOGY_OUTLIER,rss_MIXED_RESPONSE_HALO,corr_RESPONSE_FAMILY_LIKE,corr_HALO_LIKE,corr_RAR_LIKE,corr_NUISANCE_GRADIENT,corr_PATHOLOGY_OUTLIER,corr_MIXED_RESPONSE_HALO,rss_winner,rss_margin_best_vs_second,corr_winner,corr_margin_best_vs_second,rss_true_minus_best_wrong,rss_correct_margin,corr_true_minus_best_wrong,rss_margin_positive,corr_margin_positive
NGC5005,MIXED_THREE_WAY_COMPETITIVE_ZONE,PATHOLOGY_OUTLIER,MEDIUM,0.25,PATHOLOGY_OUTLIER,True,0.0,0.9252939545068916,0.8604967386147908,0.850255946165054,0.7831039840220029,0.2706444160986988,0.9006533933053961,0.2733240668018611,0.3735013539268757,0.3869677684703808,0.4657209636445382,0.8540231752717844,0.3151929673939506,PATHOLOGY_OUTLIER,0.512459567923304,PATHOLOGY_OUTLIER,0.3883022116272462,-0.512459567923304,0.512459567923304,0.3883022116272462,True,True
NGC5005,MIXED_THREE_WAY_COMPETITIVE_ZONE,PATHOLOGY_OUTLIER,HIGH,0.4,PATHOLOGY_OUTLIER,True,0.0,0.9503431241298184,0.91198237668319,0.9060612237291892,0.8501722530131344,0.5330894355671643,0.9355968553822852,0.2228382280269295,0.2966776420912266,0.3064943331789526,0.3870758930582809,0.683308542631245,0.2537777464982201,PATHOLOGY_OUTLIER,0.3170828174459701,PATHOLOGY_OUTLIER,0.2962326495729641,-0.3170828174459701,0.3170828174459701,0.2962326495729641,True,True
NGC5005,MIXED_THREE_WAY_COMPETITIVE_ZONE,MIXED_RESPONSE_HALO,LOW,0.1,MIXED_RESPONSE_HALO,True,0.0,0.0398188368869604,0.0281932403874676,0.0318402351892465,0.0676744084061327,0.99773322208092,0.0280036017268815,0.979888342166106,0.9858025966756896,0.9839510987903584,0.9655700863188896,0.047610691226653,0.9858987768899596,MIXED_RESPONSE_HALO,0.0001896386605861021,MIXED_RESPONSE_HALO,9.618021427004741e-05,-0.0001896386605861021,0.0001896386605861021,9.618021427004741e-05,True,True
NGC5005,MIXED_THREE_WAY_COMPETITIVE_ZONE,MIXED_RESPONSE_HALO,MEDIUM,0.25,NUISANCE_GRADIENT,False,0.0,0.1934272884458303,0.141232717772094,0.1370087899950393,0.1324593086239667,0.9813358679837962,0.1663223734283186,0.8980939324782068,0.9266969743275878,0.9289732019842988,0.9314186445288896,0.1366167340269992,0.9130594868745852,NUISANCE_GRADIENT,0.0045494813710725834,NUISANCE_GRADIENT,0.0024454425445907813,0.03386306480435189,-0.03386306480435189,-0.018359157654304403,False,False
NGC5005,MIXED_THREE_WAY_COMPETITIVE_ZONE,MIXED_RESPONSE_HALO,HIGH,0.4,NUISANCE_GRADIENT,False,0.0,0.4652323781416216,0.4380574301741563,0.4362870206065344,0.4231019366054384,0.9891377476938712,0.4502538305543034,0.7312780742360449,0.7496282877705746,0.7508082174520104,0.7595380592139944,0.1042221296372763,0.7414486964353613,NUISANCE_GRADIENT,0.013185084001096026,NUISANCE_GRADIENT,0.008729841761983992,0.027151893948865025,-0.027151893948865025,-0.018089362778633156,False,False
NGC5033,HALO_COMPARATOR_DOMINANT_ZONE,RESPONSE_FAMILY_LIKE,LOW,0.1,RESPONSE_FAMILY_LIKE,True,0.0,0.0178976504947837,0.0647912175670234,0.077792364494686,0.1587909351083061,0.997330076638692,0.0300114131987669,0.9910107716393484,0.967061933090625,0.9603164246774676,0.9171745007858068,-0.051671301138136,0.9848799859887668,RESPONSE_FAMILY_LIKE,0.012113762703983198,RESPONSE_FAMILY_LIKE,0.0061307856505815606,-0.012113762703983198,0.012113762703983198,0.0061307856505815606,True,True
NGC5033,HALO_COMPARATOR_DOMINANT_ZONE,RESPONSE_FAMILY_LIKE,MEDIUM,0.25,RESPONSE_FAMILY_LIKE,True,0.0,0.1866564159365555,0.251195973725471,0.2665551752681518,0.3785112007051309,0.9964822862781972,0.2074212247583274,0.9018556337149782,0.8653346325408044,0.8564139330556506,0.7883456090414084,-0.059310317161542,0.8902689342225036,RESPONSE_FAMILY_LIKE,0.020764808821771896,RESPONSE_FAMILY_LIKE,0.011586699492474595,-0.020764808821771896,0.020764808821771896,0.011586699492474595,True,True
NGC5033,HALO_COMPARATOR_DOMINANT_ZONE,RESPONSE_FAMILY_LIKE,HIGH,0.4,MIXED_RESPONSE_HALO,False,0.0,0.3774851588594352,0.3738177375459173,0.3776027917431261,0.4121689706194769,0.9999438719662854,0.3714051860327044,0.7889960970375993,0.7913167902010441,0.7889215475932153,0.7667013951862374,-0.007491864501887,0.7928397151803735,MIXED_RESPONSE_HALO,0.0024125515132129016,MIXED_RESPONSE_HALO,0.0015229249793294874,0.006079972826730784,-0.006079972826730784,-0.00384361814277423,False,False
NGC5033,HALO_COMPARATOR_DOMINANT_ZONE,HALO_LIKE,LOW,0.1,HALO_LIKE,True,0.0,0.0365844316503163,0.016491495070654,0.0189895485136783,0.0647752326152688,0.9977505205480882,0.0212953326260505,0.9815373494420288,0.991719973041456,0.990459717245644,0.9670701977543984,0.0474286775264947,0.9892950355550912,HALO_LIKE,0.0024980534430243014,HALO_LIKE,0.0012602557958120153,-0.0024980534430243014,0.0024980534430243014,0.0012602557958120153,True,True
NGC5033,HALO_COMPARATOR_DOMINANT_ZONE,HALO_LIKE,MEDIUM,0.25,HALO_LIKE,True,0.0,0.2092589100427366,0.1867418722801382,0.188170507197855,0.2297733332643646,0.9954959873012852,0.1942608660629819,0.889236239678334,0.9018082544088084,0.9010158116271574,0.8776255845949543,0.067111941550776,0.8976297309787696,HALO_LIKE,0.0014286349177168034,HALO_LIKE,0.000792442781651026,-0.0014286349177168034,0.0014286349177168034,0.000792442781651026,True,True
